ID,Name in English,Name in French,Name in Spanish,Countries,Country codes alpha 3,ISO639-3 codes,Degree of endangerment
771,Miami-Illinois,miami-illinois,miami,United States of America,USA,mia,Extinct
695,Michif,michif,michif,Canada,CAN,crg,Critically endangered
1317,Micmac (Canada),micmac (Canada),micmac (Canadá),Canada,CAN,mic,Vulnerable
1526,Micmac (Massachusetts),micmac (Massachusetts),micmac (Massachussets),United States of America,USA,mic,Definitely endangered
839,Migueleño,migueleño,migueleño,United States of America,USA,sln,Extinct
1094,Miji,miji,miji,India,IND,,Definitely endangered
1087,Miju,miju,miju,"China, India","CHN, IND",mxj,Vulnerable
1543,Mikasuki,mikasuki,mikasuki,United States of America,USA,mik,Vulnerable
1192,Milang,milang,milang,India,IND,adi,Definitely endangered
1637,Miltu,miltou,miltú,Chad,TCD,mlj,Critically endangered
2116,Mindiri,mindiri,mindiri,Papua New Guinea,PNG,mpn,Severely endangered
1057,Mingrelian,mingrélien,mingrelio,Georgia,GEO,xmf,Definitely endangered
1423,Minhe Monguor,minhe monguor,monguor de Minhe,China,CHN,mjg,Definitely endangered
986,Minyong,minyong,minyong,India,IND,adi,Vulnerable
2447,Miqie,yi de miqie,michal miqie,China,CHN,yiq,Definitely endangered
1813,Miraña (Brazil),miraña (Brésil),miraña (Brasil),Brazil,BRA,boa,Critically endangered
2020,Miraña (Colombia),miraña (Colombie),miraña (Colombia),Colombia,COL,boa,Severely endangered
630,Mirití Tapuia,mirití-tapuia,miriti tapuya,Brazil,BRA,mmv,Critically endangered
212,Miriwoong,miriwung,miriwung,Australia,AUS,mep,Critically endangered
914,Misantla Totonac,totonaque de Misantla,totonaco de Misantla,Mexico,MEX,tlc,Critically endangered
1091,Mising,mising,mising,India,IND,mrg,Definitely endangered
1862,Miskito (Honduras),miskito (Honduras),misquito (Honduras),Honduras,HND,,Vulnerable
1891,Miskito (Nicaragua),miskito (Nicaragua),misquito (Nicaragua),Nicaragua,NIC,,Vulnerable
967,Mixtec of San Miguel Piedras,mixtèque de San Miguel Piedras,mixteco de San Miguel Piedras,Mexico,MEX,,Severely endangered
968,Mixtec of San Pedro Tidaá,mixtèque de San Pedro Tidaá,mixteco de San Pedro Tidaá,Mexico,MEX,,Severely endangered
972,Mixtec of Santa Cruz Itundujia,mixtèque de Santa Cruz Itundujia,mixteco de Santa Cruz Itundujia,Mexico,MEX,,Definitely endangered
971,Mixtec of Santa Inés de Zaragoza,mixtèque de Santa Inés de Zaragoza,mixteco de Santa Inés de Zaragoza,Mexico,MEX,,Definitely endangered
975,Mixtec of the central Ravine,mixtèque de Cañada Central,Mixteco de la Cañada Central,Mexico,MEX,,Definitely endangered
966,Mixtec of the northeast lowlands,mixtèque des basses terres du nord-est,Mixteco del noreste bajo,Mexico,MEX,,Severely endangered
976,Mixtec of the Puebla-Oaxaca border,mixtèque de la frontière Puebla-Oaxaca,Mixteco de la frontera Puebla-Oaxaca,Mexico,MEX,,Definitely endangered
974,Mixtec of the southwest of Puebla,mixtèque du sud-est de Puebla,Mixteco del sureste de Puebla,Mexico,MEX,,Definitely endangered
970,Mixtec of Tlaltempan,mixtèque de Tlaltempan,Mixteco de Tlaltempan,Mexico,MEX,,Definitely endangered
973,Mixtec of Villa de Tututepec,mixtèque de Villa de Tutatepec,Mixteco de Villa de Tututepec,Mexico,MEX,,Definitely endangered
969,Mixtec of Zapotitlán,mixtèque de Zapotitlán,Mixteco de Zapotitlán,Mexico,MEX,,Severely endangered
1973,Miyako,miyako,miyako,Japan,JPN,mvi,Definitely endangered
1230,Mizo,mizo,lushai,India,IND,lus,Vulnerable
544,Mlabri,mlabri,mlabri,"Lao People's Democratic Republic, Thailand","LAO, THA",mra,Definitely endangered
2351,Mlahso (Syria),mlahso (République arabe syrienne),melasó (Siria),Syrian Arab Republic,SYR,lhs,Extinct
1987,Mlahso (Turkey),mlahso (Turquie),melasó (Turquía),Turkey,TUR,lhs,Extinct
1299,Mlomp,mlomp,mlomp,Senegal,SEN,mlo,Critically endangered
2413,Mo'ang (China),mo’ang (Chine),moang (China),China,CHN,,Definitely endangered
2243,Mo'ang (Viet Nam),mo’ang (Viet Nam),moang (Vietnam),Viet Nam,VNM,,Definitely endangered
1734,Mo'da,mo'da,moda,Sudan,SDN,gbn,Critically endangered
1295,Mo-peng,mo-peng,mo-peng,Sierra Leone,SLE,,Extinct
1511,Mòcheno,mocheno,mócheno,Italy,ITA,mhn,Definitely endangered
631,Mochica,mohica,mochica,Peru,PER,,Extinct
632,Mocoví,mocoví,mocoví,Argentina,ARG,moc,Definitely endangered
2117,Moere,moere,moere,Papua New Guinea,PNG,mvq,Severely endangered
148,Moghol,moghol,mogol,Afghanistan,AFG,mhj,Critically endangered
1030,Mohave (Arizona),mohave (Arizona),mohave (Arizona),United States of America,USA,mov,Severely endangered
841,Mohave (California),mohave (Californie),mohave (California),United States of America,USA,mov,Severely endangered
1242,"Mohawk (Akwesasne, St. Regis)","mohawk (Akwesasne, St. Regis)","mohaqués (Akwesasne, St Regis)",United States of America,USA,moh,Definitely endangered
1243,Mohawk (Ganienkeh),mohawk (Ganienkeh),mohaqués (Ganienkeh),United States of America,USA,moh,Definitely endangered
2517,Mohawk (Kahnawake),mohawk (Kahnawake),mohaqués (Kahnawake),Canada,CAN,moh,Definitely endangered
264,Mohawk (Kanatsiohareke),mohawk (Kanatsiohareke),mohaqués (Kanatsiohareke),United States of America,USA,moh,Definitely endangered
1381,Mohawk (Kanesatake),mohawk (Kanesatake),mohaqués (Kanesatake),Canada,CAN,moh,Definitely endangered
2516,Mohawk (Six nations),mohawk (Six nations),mohaqués (seis naciones),Canada,CAN,moh,Definitely endangered
1325,Mohawk (Tyendinega),mohawk (Tyendinaga),mohaqués (Tyendinega),Canada,CAN,moh,Definitely endangered
1324,Mohawk (Wahta),mohawk (Wahta),mohaqués (Wahta),Canada,CAN,moh,Definitely endangered
1956,Mojo,moxo,mojo,Bolivia (Plurinational State of),BOL,"ign, trn",Definitely endangered
2406,Mok (China),mok (Chine),mok (China),China,CHN,tlq,Definitely endangered
2208,Mok (Lao PDR),mok (République démocratique populaire lao),mok (Laos),Lao People's Democratic Republic,LAO,tlq,Definitely endangered
2221,"Mok (Myanmar, Thailand)","mok (Myanmar, Thaïlande)","mok (Myanmar, Tailandia)","Myanmar, Thailand","MMR, THA",tlq,Definitely endangered
2340,Mokilese,mokil,moquilés,Micronesia (Federated States of),FSM,mkj,Critically endangered
1010,Moklen,moklen,moklen,"Myanmar, Thailand","MMR, THA",mwt,Definitely endangered
2600,Moksela,moksela,moksela,Indonesia,IDN,vms,Extinct
328,Moksha,mokcha,mordovo moksha,Russian Federation,RUS,mdf,Definitely endangered
825,Molala,molala,molala,United States of America,USA,mbe,Extinct
1349,Molise Croatian,croate de Molise,croata molise,Italy,ITA,"bos, hrv, srp",Severely endangered
1735,Molo,molo,molo,Sudan,SDN,zmo,Critically endangered
2555,Momuna,momuna,momuna,Indonesia,IDN,mqf,Vulnerable
2222,Mon,môn,mon,"Myanmar, Thailand","MMR, THA",mnw,Vulnerable
1397,Mono,mono,mon-non,Cameroon,CMR,mnr,Critically endangered
1464,Mono (Eastern),mono (oriental),mono (oriental),United States of America,USA,mnr,Critically endangered
858,Mono (Western),mono (occidental),mono (occidental),United States of America,USA,mnr,Critically endangered
959,Montana Salish,salish du Montana,salish de Montana,United States of America,USA,fla,Critically endangered
282,Moose Cree,cree de Moose,clisteno moose,Canada,CAN,crm,Vulnerable
1750,Mopán (Belize),mopán (Belize),mopán (Belize),Belize,BLZ,mop,Severely endangered
1823,Mopán (Guatemala),mopán (Guatemala),mopán (Guatemala),Guatemala,GTM,mop,Severely endangered
2556,Mor,mor,mor,Indonesia,IDN,moq,Severely endangered
2557,Moraori,moraori,moraori,Indonesia,IDN,mok,Severely endangered
1924,Moré,moré,moré,Bolivia (Plurinational State of),BOL,ite,Critically endangered
2145,Mores,mores,morés,Vanuatu,VUT,rga,Severely endangered
1715,Moro,moro,moro,Sudan,SDN,mor,Definitely endangered
2452,Moroccan Judeo-Arabic (Israel),judéo-arabe du Maroc (Israël),judeo-árabe marroquí (Israel),Israel,ISR,aju,Definitely endangered
2454,Moroccan Judeo-Arabic (Morocco),judéo-arabe marocain (Maroc),judeo-árabe marroquí (Marruecos),Morocco,MAR,aju,Severely endangered
1736,Morokodo,morokodo,morocodo,Sudan,SDN,mgc,Severely endangered
2341,Mortlockese,mortlock,mortlock,Micronesia (Federated States of),FSM,mrl,Definitely endangered
424,Moselle Franconian,francique mosellan,franconio del Mosela,"Germany, Belgium, France, Luxembourg","DEU, BEL, FRA, LUX",ltz,Vulnerable
633,Mosetén,mosetén,mosetenan,Bolivia (Plurinational State of),BOL,cas,Severely endangered
2118,Mosimo,mosimo,mosimo,Papua New Guinea,PNG,mqv,Severely endangered
2089,Mosquitia Creole,créole de Mosquitia,criollo de la Mosquitia,Nicaragua,NIC,,Definitely endangered
1358,Motocintlec,motocintlèque,mochó,Mexico,MEX,mhc,Critically endangered
1219,Motuo Menba,menba de Motuo,monpa de Motuo,"China, India","CHN, IND",tsj,Definitely endangered
1488,Mountain Guarijío,guarijío du nord,guarijío del norte,Mexico,MEX,var,Vulnerable
635,Movima,movima,movima,Bolivia (Plurinational State of),BOL,mzp,Severely endangered
543,Moyon,moyon,moyon,India,IND,nmo,Definitely endangered
390,Mozarabic,,,Spain,ESP,,Extinct
545,Mpi,mpi,mpi,Thailand,THA,mpz,Definitely endangered
1512,Mra,mra,mra,"China, India","CHN, IND",,Critically endangered
1137,Mru,mru,mru,Myanmar,MMR,mro,Severely endangered
2199,Mt. Iraya Agta,agta du Mont Iraya,agta del Monte Iraya,Philippines,PHL,atl,Definitely endangered
2412,Muda,muda,muda,China,CHN,ymd,Vulnerable
213,Mudburra,mudbura,mudbura,Australia,AUS,mwd,Severely endangered
2022,Muinane,muiname,muinane,Colombia,COL,bmr,Definitely endangered
2414,Muji,muji,muyi,China,CHN,"ymx, ymq, ymc, ymi, ymz",Definitely endangered
2687,Mulaha,mulaha,mulaha,Papua New Guinea,PNG,mfw,Extinct
2425,Mulam,mulam,mulamo,China,CHN,mlm,Vulnerable
2422,Mulao,mulao,mulao,China,CHN,,Severely endangered
1211,Mundari,mundari,mundarí,India,IND,muw,Vulnerable
1675,Mundurukú,mundurukú,mundurucú,Brazil,BRA,myu,Vulnerable
636,Munichi,munichi,muniche,Peru,PER,myr,Critically endangered
1851,Munji,munji,munyí,Afghanistan,AFG,mnj,Severely endangered
1326,Munsee (Canada),munsee (Canada),unamí (Canadá),Canada,CAN,umu,Critically endangered
265,Munsee (United States of America),delaware,unamí (Estados Unidos),United States of America,USA,umu,Critically endangered
1198,Muot,muot,nicobarés central,India,IND,ncb,Critically endangered
1838,Múra,múra,mura,Brazil,BRA,myp,Extinct
2688,Murik,murik,múrico,Papua New Guinea,PNG,mtf,Vulnerable
1679,Mursi,mursi,mursi,Ethiopia,ETH,muz,Vulnerable
2119,Musan,musan,musan,Papua New Guinea,PNG,mmp,Severely endangered
2689,Musom,musom,musom,Papua New Guinea,PNG,msu,Definitely endangered
2690,Mussau-Emira,mussau-emira,emira,Papua New Guinea,PNG,emi,Definitely endangered
2435,Muya,muya,muya,China,CHN,mvm,Vulnerable
1391,Mvanip,mvanip,mvanip,Nigeria,NGA,mcj,Critically endangered
2691,Mwatebu,mwatebu,mwatebu,Papua New Guinea,PNG,mwa,Definitely endangered
2510,Mwesen,mwesen,mosina,Vanuatu,VUT,msn,Critically endangered
1868,Myky,myky,myky,Brazil,BRA,irn,Vulnerable
1146,Mzieme,mzieme,mzieme,India,IND,nme,Vulnerable
1191,Na,na,na,"China, India","CHN, IND",,Critically endangered
2148,Naati,naati,naati,Vanuatu,VUT,,Critically endangered
1099,Nachiring,nachiring,nacherín,Nepal,NPL,ncd,Severely endangered
1839,Nadëb,nadëb,macú nadeb,Brazil,BRA,mbj,Definitely endangered
2692,Nafi,nafi,nafi,Papua New Guinea,PNG,srf,Severely endangered
1970,Nafusi,nefousi,jabal nafusah,Libyan Arab Jamahiriya,LBY,jbn,Severely endangered
35,Nagumi,nagumi,nagumi,Cameroon,CMR,ngv,Extinct
1361,Nahali,nahali,nahalí,India,IND,nlx,Definitely endangered
1457,Nahukwa,nahukwa,nahukwa,Brazil,BRA,mzo,Definitely endangered
1589,Naiki,naiki,naiquí,India,IND,nit,Critically endangered
2601,Naka'ela,naka'ela,naka'ela,Indonesia,IDN,nae,Extinct
216,Nakkara,nakara,nakara,Australia,AUS,nck,Severely endangered
11,Nalu,nalu,nalu,Guinea,GIN,naj,Definitely endangered
2448,Naluo,naluo,naluo,China,CHN,ylo,Vulnerable
2146,Naman,naman,naman,Vanuatu,VUT,lzl,Critically endangered
1621,Nambiquara do Norte,nambikwara du nord,nambikuára septentrional,Brazil,BRA,"lkd, ltn, xtw, wmd",Vulnerable
620,Nambiquara do Sul,nambikwara du sud,nambikuára meridional,Brazil,BRA,nab,Vulnerable
2342,Namonuito,namonuito,namonuito,Micronesia (Federated States of),FSM,nmt,Severely endangered
2436,Namuyi,namuyi,namuyi,China,CHN,nmy,Vulnerable
489,Nanay,nanaï,nanái,"China, Russian Federation","CHN, RUS",gld,Severely endangered
1948,Ñandeva Guarani,guarani-ñandeva,guaraní ñandeva,Brazil,BRA,nhd,Vulnerable
730,Nanti,nanti,cogapacorí,Peru,PER,cox,Vulnerable
104,Napore,napore,napore,Uganda,UGA,,Extinct
2312,Napu,napu,napu,Indonesia,IDN,npy,Vulnerable
2558,Narau,narau,naráu,Indonesia,IDN,nxu,Severely endangered
1737,Narim,narim,longarim,Sudan,SDN,loh,Definitely endangered
1122,Narpa,narpa,narpú,Nepal,NPL,npa,Definitely endangered
2147,Nasarian,nasarian,nasariano,Vanuatu,VUT,nvh,Critically endangered
2354,Naskapi,naskapi,naskapí,Canada,CAN,nsk,Vulnerable
1786,Natanzi,natanzi,natanzí,Iran (Islamic Republic of),IRN,ntz,Severely endangered
2036,Nataoran,nataoran,amí nataorano,China,CHN,ais,Critically endangered
901,Natchez,natchez,nachez,United States of America,USA,ncz,Extinct
2355,Natsilingmiutut,natsilingmiutut,natsilingmiutut,Canada,CAN,ikt,Vulnerable
2586,Naueti,naueti,naueti,Timor-Leste,TLS,nxa,Vulnerable
2693,Nauna,nauna,nauna,Papua New Guinea,PNG,ncn,Vulnerable
2624,Nauruan,nauruan,nauruano,Nauru,NRU,nau,Severely endangered
784,Navajo,navajo,navajo,United States of America,USA,nav,Vulnerable
2149,Navwien,navwien,navwien,Vanuatu,VUT,,Critically endangered
85,Nayi,nayi,nayí,Ethiopia,ETH,noz,Vulnerable
1783,Nayini,nayini,nayiní,Iran (Islamic Republic of),IRN,nyq,Severely endangered
40,Ndai,ndai,ndai,Cameroon,CMR,gke,Critically endangered
1716,Nding,nding,nding,Sudan,SDN,eli,Critically endangered
1392,Ndunda,ndunda,ndunda,Nigeria,NGA,nuh,Severely endangered
490,Negidal,negidal,neguidal,Russian Federation,RUS,neg,Critically endangered
2498,Neku,neku,neku,New Caledonia (France),NCL,nek,Severely endangered
2191,Nemadi,nemadi,nemadí,Mauritania,MRT,,Critically endangered
2492,Nemi,nemi,nemi,New Caledonia (France),NCL,nem,Definitely endangered
827,New River Shasta,shasta de New River,shasta,United States of America,USA,sht,Extinct
1117,Newar,newar,nevarí,Nepal,NPL,new,Definitely endangered
824,Nez Perce,nez-percé,nez-percés,United States of America,USA,nez,Critically endangered
2078,Ngaanyatjarra,ngaanyatjarra,engañacharra,Australia,AUS,ntj,Vulnerable
2079,Ngaatjatjara,ngaatjatjara,engaachachara,Australia,AUS,,Severely endangered
1883,Ngäbere (Costa Rica),ngäbere (Costa Rica),guaymí (Costa Rica),Costa Rica,CRI,gym,Definitely endangered
1898,Ngäbere (Panama),ngäbere (Panama),guaymí (Panamá),Panama,PAN,gym,Vulnerable
218,Ngalakan,ngalakan,engalakán,Australia,AUS,nig,Critically endangered
219,Ngaliwuru,ngaliwuru,engaliwuru,Australia,AUS,djd,Critically endangered
220,Ngalkbun,ngalkbun,engalbún,Australia,AUS,ngk,Severely endangered
491,Nganasan,nganassan,enganasán,Russian Federation,RUS,nio,Severely endangered
221,Ngandi,ngandi,engandi,Australia,AUS,nid,Critically endangered
222,Ngangikurunggurr,ngangikurunggurr,nangikurrunggurr,Australia,AUS,nam,Severely endangered
223,Ngardi,ngardi,engardi,Australia,AUS,wpb,Critically endangered
224,Ngarinman,ngarinman,engarinmán,Australia,AUS,nbj,Severely endangered
225,Ngarinyin,ngarinyin,engariñín,Australia,AUS,ung,Definitely endangered
682,Ngarla,ngarla,engarla,Australia,AUS,nlr,Extinct
217,Ngarluma,ngarluma,engarluma,Australia,AUS,nrl,Critically endangered
2625,Ngatikese Men's Creole,créole de Ngatik,ngatik,Micronesia (Federated States of),FSM,,Definitely endangered
110,Ngbinda,ngbinda,ngbinda,Democratic Republic of the Congo,ZAI,nbd,Critically endangered
1717,Ngile,ngile,taloca,Sudan,SDN,jle,Severely endangered
1661,Ngombe,ngombé,engombé,Central African Republic,CAF,nmj,Definitely endangered
39,Ngong,ngong,ngong,Cameroon,CMR,nnx,Extinct
2247,Nguon,nguon,nguôn,Viet Nam,VNM,nuo,Vulnerable
27,Ngwaba,ngwaba,enguaba,Nigeria,NGA,ngw,Severely endangered
1818,Nheengatu / Yeral (Brazil),nheengatú / yeral (Brésil),nheengatú  (Brasil),Brazil,BRA,yrl,Severely endangered
325,Nheengatu / Yeral (Venezuela),nheengatú / Yeral (République bolivarienne du Venezuela),nheengatú (Venezuela),Venezuela (Bolivarian Republic of),VEN,yrl,Severely endangered
1362,Nihali,nihali,nihali,India,IND,nll,Critically endangered
2603,Nila (Nila Island),nila (île de Nila),nila (isla Nila),Indonesia,IDN,nil,Extinct
2602,Nila (Seram Island),nila (île de Seram),nila (isla Seram),Indonesia,IDN,nil,Definitely endangered
1915,Ninam (Brazil),ninam (Brésil),ninam (Brasil),Brazil,BRA,shb,Vulnerable
1978,Ninam (Venezuela),ninam (République bolivarienne du Venezuela),ninam (Venezuela),Venezuela (Bolivarian Republic of),VEN,shb,Vulnerable
2198,Ningalami,ningalami,ningalamí,Afghanistan,AFG,nli,Severely endangered
813,Nisenan,nisenan,nisenan,United States of America,USA,nsz,Extinct
2356,Nisga'a,nisga’a,nasguixián niska,Canada,CAN,ncg,Severely endangered
2648,Nisvai,nisvai,nisvai,Vanuatu,VUT,psw,Critically endangered
703,Niuean,niue,niue,Niue,NIU,niu,Definitely endangered
2189,Nivaclé,nivaclé,chulupí,Paraguay,PRY,cag,Vulnerable
2150,Nivat,nivat,nivat,Vanuatu,VUT,,Critically endangered
2151,Niviar,niviar,niviar,Vanuatu,VUT,,Critically endangered
464,Nivkh (Amur),nivkhe (Amour),nivejí (Amur),Russian Federation,RUS,niv,Critically endangered
496,Nivkh (Sakhalin),nivkhe (Sakhaline),nivejí (Sajalín),Russian Federation,RUS,niv,Severely endangered
1741,Njalgulgule,njalgulgule,nyalgulgule,Sudan,SDN,njl,Severely endangered
38,Njerep,njerep,ñerup,Cameroon,CMR,,Critically endangered
1106,Nocte,nocte,nocte,India,IND,njb,Vulnerable
669,Nogay (Caucasus),nogaï (Caucase),nogái (Cáucaso),Russian Federation,RUS,nog,Definitely endangered
348,Nogay (Crimea),nogaï (Crimée),nogái (Crimea),Ukraine,UKR,nog,Severely endangered
391,Nogay (Dobruja),nogaï (Dobroudja),nogái (Dobruja),Romania,ROU,nog,Severely endangered
748,Nomatsiguenga,nomatsiguenga,nomatsiguenga,Peru,PER,not,Severely endangered
2021,Nonuya,nonuya,nonuya / nonuña,Colombia,COL,,Critically endangered
958,Nooksack,nooksack,nucsaqués,United States of America,USA,nok,Extinct
1296,Noon,noon,noono,Senegal,SEN,snf,Vulnerable
2357,Nootka,nootka,nutka,Canada,CAN,noo,Severely endangered
715,Norfolk-Pitcairn (Norfolk),pitkern-norfolk (Norfolk),pitcairn-norfolk (Norfolk),Norfolk Island (Australia),NFK,pih,Definitely endangered
2622,Norfolk-Pitcairn (Pitcairn),pitkern-norfolk (Pitcairn),pitcairn-norfolk (Pitcairn),Pitcairn  (U.K.),PCN,pih,Vulnerable
392,Norman,normand,normando,France,FRA,nrn,Severely endangered
361,Norn,,,United Kingdom of Great Britain and Northern Ireland,GBR,,Extinct
253,North Alaskan Inupiaq (Canada),inupiaq du nord de l'Alaska (Canada),inuí alaskiano septentrional (Canadá),Canada,CAN,esi,Severely endangered
762,North Alaskan Inupiaq (Kotzebue Sound),Inupiaq du nord de l'Alaska  (Golfe de Kotzebue),inuí alaskiano septentrional (estrecho de Kotzebue),United States of America,USA,esi,Severely endangered
1372,North Alaskan Inupiaq (North Slope),Inupiaq de nord de l'Alaska (North Slope),inuí alaskiano septentrional (zona ártica septentrional),United States of America,USA,esi,Severely endangered
394,North Frisian,frison du nord,frisón septentrional,Germany,DEU,frr,Severely endangered
143,North Greenlandic,avanersuarmiutut,groenlandés septentrional,Greenland (Kingdom of Denmark),GRL,ike,Definitely endangered
393,North Saami,saami nord,saamí septentrional,"Finland, Norway, Russian Federation, Sweden","FIN, NOR, RUS, SWE",sme,Definitely endangered
2358,North Slavey,slavey du nord,eslavi septentrional,Canada,CAN,scs,Definitely endangered
831,Northeastern Pomo,pomo du nord-est,pomo nororiental,United States of America,USA,pef,Extinct
2359,Northern Algonquin,algonquin du nord,algonquino septentrional,Canada,CAN,alq,Vulnerable
2171,Northern Alta,alta du nord,alta septentrional,Philippines,PHL,aqn,Severely endangered
500,Northern Altay,altaï septentrional,altái septentrional,Russian Federation,RUS,atv,Severely endangered
1017,Northern Cuicatec,cuicatèque septentrional,cuicateco septentrional,Mexico,MEX,,Vulnerable
692,Northern East Cree,cree du nord-est,clisteno nororiental,Canada,CAN,crl,Vulnerable
262,Northern Haida,haida septentrional,haida septentrional,"Canada, United States of America","CAN, USA",hdn,Critically endangered
483,Northern Khanty,khanty septentrional,jantí septentrional,Russian Federation,RUS,kca,Definitely endangered
487,Northern Mansi,mansi du Nord,mansí septentrional,Russian Federation,RUS,mns,Severely endangered
1465,Northern Paiute (Idaho),paiute du nord (Idaho),payuté septentrional (Idaho),United States of America,USA,pao,Critically endangered
859,Northern Paiute (Nevada),paiute du nord  (Nevada),payuté septentrional (Nevada),United States of America,USA,pao,Definitely endangered
1466,Northern Paiute (Oregon),paiute du nord (Oregon),payuté septentrional (Oregon),United States of America,USA,pao,Critically endangered
926,Northern Pame,pamé septentrional,pame del norte,Mexico,MEX,pmq,Definitely endangered
834,Northern Pomo,pomo du nord,pomo septentrional,United States of America,USA,pej,Critically endangered
1268,Northern Popoloc,popoloc septentrional,popoloca septentrional,Mexico,MEX,,Vulnerable
497,Northern Selkup,selkoupe septentrional,selcupo septentrional,Russian Federation,RUS,sel,Severely endangered
815,Northern Sierra Miwok,miwok de la Sierra du nord,miwokano serrano septentrional,United States of America,USA,nsq,Critically endangered
1571,Northern Straits Salish,salish straits du nord,straits salish septentrional,United States of America,USA,sal,Critically endangered
2720,Northern Tepehuán,tepehuan septentrional,tepehuano septentrional,Mexico,MEX,tnp,Definitely endangered
993,Northern Tlapanec,tlapanèque septentrional,tlapaneco septentrional,Mexico,MEX,,Vulnerable
917,Northern Totonac,totonaque septentrional,totonacano septentrional,Mexico,MEX,,Critically endangered
2439,Northern Tujia,tujia du nord,tujia septentrional,China,CHN,tji,Severely endangered
2360,Northern Tutchone,tutchone du nord,tutchone septentrional,Canada,CAN,ttm,Definitely endangered
2365,Northwestern Ojibwe,ojibwe du nord-ouest,oyibua noroccidental,Canada,CAN,ojb,Vulnerable
930,Northwestern Otomí,otomí nord-occidental,otomí noroccidental,Mexico,MEX,otq,Vulnerable
1484,Northwestern Tarahumara,tarahumara nord-occidental,tarahumara noroccidental,Mexico,MEX,"tac, thh",Vulnerable
994,Northwestern Tlapanec,tlapanèque nord-occidental,tlapaneco noroccidental,Mexico,MEX,,Vulnerable
1652,Noy,noy,noy,Chad,TCD,noy,Critically endangered
1155,Nruanghmei,rongmei,rongmei,India,IND,nbu,Vulnerable
1416,Nubaca,nubaca,nubaca,Cameroon,CMR,baf,Severely endangered
1998,Nukak,nukak,nukak-makú,Colombia,COL,mbr,Definitely endangered
603,Nukiní,nukuini,nukuini,Brazil,BRA,nuc,Extinct
2343,Nukuoro,nukuoro,nukuoro,Micronesia (Federated States of),FSM,nkr,Definitely endangered
2403,Numao Bunu,bunu numao,bunú bunao,China,CHN,bwx,Definitely endangered
2694,Numbani,numbani,siboma,Papua New Guinea,PNG,sij,Vulnerable
2361,Nunatsiavummiutut,nunatsiavummiutut,nunatsiavummiutut,Canada,CAN,ike,Definitely endangered
2362,Nunavimmiutitut,nunavimmiutitut,nunavimmiutitut,Canada,CAN,ike,Vulnerable
2250,Nung Ven,nung ven,nun,Viet Nam,VNM,,Vulnerable
226,Nunggubuyu,nunggubuyu,nunggubuyu,Australia,AUS,nuy,Severely endangered
1257,Nupbikha,nupbikha,nupbikha,Bhutan,BTN,npb,Vulnerable
1158,Nupri,nupri,nubrí,Nepal,NPL,kte,Definitely endangered
2604,Nusa Laut,nusa laut,nusa laut,Indonesia,IDN,nul,Critically endangered
1008,Nyah Kur,nyahkur,ñahkur,Thailand,THA,cbn,Definitely endangered
227,Nyamal,nyamal,ñamal,Australia,AUS,nly,Severely endangered
105,Nyang'i,nyang'i,ñangui,Uganda,UGA,nyp,Extinct
228,Nyangumarta,nyangumarta,ñangumarta,Australia,AUS,nna,Vulnerable
1248,Nyenkha,nyenkha,nyenkha,Bhutan,BTN,neh,Vulnerable
229,Nyikina,nyigina,nyigina,Australia,AUS,nyh,Severely endangered
1123,Nyishangba,nyishangba,nyishangba,Nepal,NPL,nmm,Definitely endangered
977,Nyishi,nyishi,nisi,India,IND,dap,Vulnerable
2401,Nyoe,nyoe,nyoe,Thailand,THA,,Definitely endangered
132,N|uu,n|uu,engukí,South Africa,ZAF,ngh,Critically endangered
1524,O'odham (Akimel),o'odham (Akimel),papago (Akimel),United States of America,USA,ood,Definitely endangered
1480,O'odham (Mexico),o'odham (Mexique),papago (México),Mexico,MEX,ood,Definitely endangered
871,O'odham (Tohono),o'odham (Tohono),papago (Tohono),United States of America,USA,ood,Definitely endangered
852,Obispeño,obispeño,obispeño,United States of America,USA,obi,Extinct
2559,Obokuitai,obokuitai,obokuitái,Indonesia,IDN,afz,Vulnerable
2054,Ocaina (Colombia),ocaina (Colombie),ocaina (Colombia),Colombia,COL,oca,Severely endangered
737,Ocaina (Peru),ocaina (Pérou),ocaina (Perú),Peru,PER,oca,Critically endangered
1282,Ocopetatillo Mazatec,mazatèque d'Ocopetatillo,mazateco de Ocopetatillo,Mexico,MEX,,Vulnerable
933,Ocoyoacac Otomí,otomí d'Ocoyoacac,otomí de Ocoyoacac,Mexico,MEX,,Severely endangered
31,Odut,odut,odut,Nigeria,NGA,oda,Extinct
637,Ofayé,ofayé,opayé,Brazil,BRA,opy,Critically endangered
2605,Oirata,oirata,oirata,Indonesia,IDN,oia,Definitely endangered
2366,Oji-Cree,oji-cree,oyi-clisteno,Canada,CAN,ojs,Vulnerable
767,Ojibwe,ojibwe,oyibua,United States of America,USA,ciw,Severely endangered
2367,Okanagan,okanagan,okanogán,"Canada, United States of America","CAN, USA",oka,Definitely endangered
1976,Okinawan,okinawaïen,okinawano,Japan,JPN,ryu,Definitely endangered
395,Old Prussian,,,Russian Federation,RUS,,Extinct
158,Old Sirenik,vieux sirenik,sirenik antiguo,Russian Federation,RUS,ysr,Extinct
396,Olonetsian,olonetsien,olonetsiano,"Finland, Russian Federation","FIN, RUS",olo,Definitely endangered
2513,Olrat,olrat,olrat,Vanuatu,VUT,,Critically endangered
