index	longitude	latitude	language_diversity	mgs	land_coverage	weighted_endemism	ID_ISO_A2	LANG_ISO	new.mgs
179	179	-1502813.12570919	1573381.24866384	99	5	0.8	90.2	mey-mr mey-ml bam-ml fuc-sn fuc-ml emk-gn fuf-gn mwk-ml snk-ml wol-sn mlq-sn sus-gn mku-gn mlq-ml kao-ml knk-gn ble-gw srr-sn knk-sl fuc-gw yal-gn dyo-sn fuc-mr mnk-gm mnk-sn mfv-gw fuf-gw snk-mr mnk-gw msc-gn snk-sn sus-sl zen-mr xkg-ml lma-sl wol-mr ldm-gn yal-sl bif-gw fuf-ml bsc-sn knf-sn lia-sl wof-gm lok-sl naj-gn cou-gn bjg-gw bsc-gn mlq-gm bcz-sn fuc-gm ime-mr csk-sn naj-gw mfv-sn kke-gn fuc-gn bjt-sn dyo-gm yal-sn bsp-gn knf-gw yal-ml bda-gw eja-gw tnr-sn pbo-gw pbp-sn sav-sn mfg-gn mbv-gn bqj-sn emk-sl krx-sn lma-gn snk-gm pbp-gw bda-sn snf-sn pbp-gn kcj-gw bcg-gn eja-sn cwt-sn ndv-sn gsl-sn jad-ml bcb-sn msw-gw srr-gm mfv-gm jad-gn ccj-gw cou-sn hhr-sn mlo-sn cae-sn fap-sn bmd-gn	mey mey bam fuc fuc emk fuf mwk snk wol mlq sus mku mlq kao knk ble srr knk fuc yal dyo fuc mnk mnk mfv fuf snk mnk msc snk sus zen xkg lma wol ldm yal bif fuf bsc knf lia wof lok naj cou bjg bsc mlq bcz fuc ime csk naj mfv kke fuc bjt dyo yal bsp knf yal bda eja tnr pbo pbp sav mfg mbv bqj emk krx lma snk pbp bda snf pbp kcj bcg eja cwt ndv gsl jad bcb msw srr mfv jad ccj cou hhr mlo cae fap bmd	114
180	180	-500937.708569728	1573381.24866384	143	4	1	124.033333333333	mey-mr taq-ml mey-ml ffm-ml bam-ml ttq-ml fuc-ml emk-gn mos-bf mwk-ml snk-ml gux-bf sef-ci fuh-bf mku-gn dag-gh box-bf myk-ml khq-ml jod-ci nnw-bf ses-ml spp-ml gjn-gh djm-ml bwq-bf bze-ml bmq-ml rkm-bf dtm-ml lob-bf xon-gh bib-bf dga-gh dyu-ci nku-ci maw-gh dos-bf kfz-bf dyu-bf dgi-bf shz-ml bam-ci xsm-bf xkg-ml lee-bf lob-ci sen-bf bfo-bf kus-gh sbd-bf dtk-ml wlx-gh sil-gh stj-bf gur-gh cme-bf bbo-bf biv-gh bwu-gh plr-ci sig-gh taq-bf xsm-gh sep-bf xrb-bf hmb-ml dbu-ml dkl-ml dux-ml mfq-tg seb-ci bbo-ml boz-ml ssl-gh sym-bf sev-ci tuz-bf seq-bf dts-ml pnq-ml nuv-bf pug-bf kqm-ci gna-bf djm-bf lor-ci sld-bf tsp-bf rkm-ml bim-gh bof-bf biv-ci dnn-bf vag-gh hmb-bf wib-bf kqm-bf vig-bf gur-bf dbg-ml bzx-ml dds-ml knz-bf bwj-bf kus-bf bwy-bf dtt-ml tpm-gh sos-bf kma-gh dya-bf boo-ml cli-gh kst-bf sif-bf wbf-bf knz-ml kza-bf pnq-bf cme-ci bmq-bf sep-ml bxw-ml dgs-bf kfz-ml nti-bf dym-ml dgb-ml dwl-ml bib-gh kqg-bf xkt-gh dtm-bf jow-ml bib-tg dba-ml bxl-bf dti-ml dtu-ml lor-bf dgd-bf tiq-bf skq-bf	mey taq mey ffm bam ttq fuc emk mos mwk snk gux sef fuh mku dag box myk khq jod nnw ses spp gjn djm bwq bze bmq rkm dtm lob xon bib dga dyu nku maw dos kfz dyu dgi shz bam xsm xkg lee lob sen bfo kus sbd dtk wlx sil stj gur cme bbo biv bwu plr sig taq xsm sep xrb hmb dbu dkl dux mfq seb bbo boz ssl sym sev tuz seq dts pnq nuv pug kqm gna djm lor sld tsp rkm bim bof biv dnn vag hmb wib kqm vig gur dbg bzx dds knz bwj kus bwy dtt tpm sos kma dya boo cli kst sif wbf knz kza pnq cme bmq sep bxw dgs kfz nti dym dgb dwl bib kqg xkt dtm jow bib dba bxl dti dtu lor dgd tiq skq	88
181	181	500937.708569735	1573381.24866384	157	4	1	127.533333333333	taq-ml mey-ml thv-dz fuq-ne ffm-ml thz-ne hau-ng hau-ne ttq-ne yor-ng dsq-ml ttq-ml thv-ne fuh-ne dje-ne mos-bf gux-bf tda-ne fuh-bf bba-bj kbp-tg asg-ng gbr-ng las-tg dag-gh nup-ng ses-ml mey-ne gux-ne xon-gh bib-bf bqc-bj nmz-tg tsw-ng bba-ng tvd-ng bus-ng pil-bj dud-ng aao-ne bqc-ng wwa-bj tbz-bj dri-ng gwn-ng gux-tg gux-bj dje-ng kus-gh ddn-bj beh-bj xon-tg cdr-ng bqp-ng bud-tg dje-ml kdl-ng dop-bj cko-tg gel-ng gng-tg mfq-tg kcg-ng kci-ng fue-bj kad-ng acp-ng png-ng bqv-ng bom-ng izr-ng ikl-ng kaj-ng bim-gh krh-ng mkl-bj jer-ng xsh-ng zhi-ng jab-ng ntm-bj sur-ng hmb-bf kdp-ng res-ng cko-gh bsf-ng bga-ng awc-ng mql-bj tbz-tg cch-ng aum-ng twq-ne bqx-ng nqk-bj amo-ng sho-ng mos-tg bma-ng ddn-ng las-bj kbp-bj lop-ng ruk-ng grh-ng soy-tg nar-ng soy-bj iri-ng ula-ng kov-ng nat-ng buj-ng ikv-ng etx-ng pcn-ng gvm-ng fuh-bj mfq-bf fod-bj fir-ng bly-bj jni-ng xsn-ng lan-ng gng-bj tye-ng khj-ng cfd-ng ksa-ng sde-ng kch-ng dbi-ng ldj-ng kkd-ng sqa-ng kku-ng kce-ng byj-ng dbv-ng klk-ng ruy-ng ruz-ng cry-ng pwb-ng bib-tg idc-ng tye-bj dop-tg cbo-ng cko-bj bze-ng scv-ng gnh-ng hau-bf dje-bf beh-bf	taq mey thv fuq ffm thz hau hau ttq yor dsq ttq thv fuh dje mos gux tda fuh bba kbp asg gbr las dag nup ses mey gux xon bib bqc nmz tsw bba tvd bus pil dud aao bqc wwa tbz dri gwn gux gux dje kus ddn beh xon cdr bqp bud dje kdl dop cko gel gng mfq kcg kci fue kad acp png bqv bom izr ikl kaj bim krh mkl jer xsh zhi jab ntm sur hmb kdp res cko bsf bga awc mql tbz cch aum twq bqx nqk amo sho mos bma ddn las kbp lop ruk grh soy nar soy iri ula kov nat buj ikv etx pcn gvm fuh mfq fod fir bly jni xsn lan gng tye khj cfd ksa sde kch dbi ldj kkd sqa kku kce byj dbv klk ruy ruz cry pwb bib idc tye dop cbo cko bze scv gnh hau dje beh	70
182	182	1502813.1257092	1573381.24866384	259	3	1	229.75	dzg-td fuq-ne tuq-td thz-ne hau-ng tuq-ne hau-ne shu-td dzg-ne knc-ng kby-ne fub-cm bmi-td bms-ne kbl-td fub-ng mne-td kby-ng bdm-td bol-ng fuv-ng mfl-ng mfm-ng mrt-ng shu-ne mwm-td knc-ne mcn-td ayl-ne bub-td fuv-cm bwr-ng shu-cm krt-ne mua-td kvi-td jar-ng dbm-ng bau-ng mse-td bva-td kyq-td shu-ng mpi-cm mug-cm bde-ng kot-cm bbz-td sok-td ndm-td hed-td bcy-ng tng-td gew-ng ngi-ng sor-td mcn-cm tui-cm knc-td kai-ng mug-td tmc-td saa-td juh-ng mua-cm mew-ng gid-cm hbb-ng bdm-ng knc-cm bta-ng jyy-td mpg-td nbh-ng kna-ng giz-cm nnc-td anc-ng izr-ng tan-ng aal-cm wja-ng maf-cm bta-cm tui-td zaz-ng gdk-td mfi-ng jer-ng fll-cm mbu-ng fal-cm ttr-ng kot-td sur-ng gji-ng hwo-ng kvj-cm mvh-td gea-ng mpi-td mfi-cm mxf-td nie-td say-ng cfa-ng bdo-td pip-ng kia-td jaf-ng yun-ng sir-ng hig-ng dbq-cm mxf-cm plj-ng kqp-td kqx-cm ker-td dwa-ng hia-ng wji-ng dkx-cm kvj-ng bij-ng hna-cm fli-ng glo-ng tul-ng dot-ng swy-td bma-ng ksq-ng mlj-td fub-td pqa-ng kks-ng dbp-ng dbd-ng gde-cm mpk-td gid-td bux-ng xmj-cm nja-ng kqx-td grd-ng bcw-cm lla-ng ldp-ng jia-cm kvf-td mcs-cm kpa-ng bes-td nja-cm xmj-td lnu-ng aal-ng gqa-ng pym-ng zua-ng glw-ng kcq-ng mif-cm kov-ng bys-ng ldl-ng bka-ng gde-ng gis-cm bvw-ng moi-ng gnd-cm sha-ng tuq-ng fie-ng gdu-ng gye-ng zns-ng kkr-ng tdl-ng xed-cm msv-td gdm-td vor-ng ckl-ng jim-cm bsj-ng kil-ng kso-ng dbb-ng dzd-ng dbo-ng mfk-cm mse-cm muy-cm mfj-cm gou-cm jmi-ng mlr-cm bxq-ng mfh-cm gua-ng tak-ng mkf-ng jku-ng bhs-cm zah-ng swq-cm ngx-ng udl-cm ngw-ng gwb-ng jmb-ng goy-td awo-ng xmd-cm bbt-ng jie-ng mqb-cm tgd-ng pwb-ng sqh-ng cuv-cm vem-cm tsh-cm dgh-ng mlw-cm msv-cm juu-ng pbi-cm ziz-ng gdf-ng hya-cm hya-ng mxu-cm bdm-cm meq-cm bvh-ng syk-ng dza-ng ziz-cm zuy-cm bvf-td mcs-td xed-ng ker-cm glw-cm dme-cm ngs-ng maf-ng ngs-cm vem-ng dbq-ng bdn-cm cie-ng ldd-ng cet-ng	dzg fuq tuq thz hau tuq hau shu dzg knc kby fub bmi bms kbl fub mne kby bdm bol fuv mfl mfm mrt shu mwm knc mcn ayl bub fuv bwr shu krt mua kvi jar dbm bau mse bva kyq shu mpi mug bde kot bbz sok ndm hed bcy tng gew ngi sor mcn tui knc kai mug tmc saa juh mua mew gid hbb bdm knc bta jyy mpg nbh kna giz nnc anc izr tan aal wja maf bta tui zaz gdk mfi jer fll mbu fal ttr kot sur gji hwo kvj mvh gea mpi mfi mxf nie say cfa bdo pip kia jaf yun sir hig dbq mxf plj kqp kqx ker dwa hia wji dkx kvj bij hna fli glo tul dot swy bma ksq mlj fub pqa kks dbp dbd gde mpk gid bux xmj nja kqx grd bcw lla ldp jia kvf mcs kpa bes nja xmj lnu aal gqa pym zua glw kcq mif kov bys ldl bka gde gis bvw moi gnd sha tuq fie gdu gye zns kkr tdl xed msv gdm vor ckl jim bsj kil kso dbb dzd dbo mfk mse muy mfj gou jmi mlr bxq mfh gua tak mkf jku bhs zah swq ngx udl ngw gwb jmb goy awo xmd bbt jie mqb tgd pwb sqh cuv vem tsh dgh mlw msv juu pbi ziz gdf hya hya mxu bdm meq bvh syk dza ziz zuy bvf mcs xed ker glw dme ngs maf ngs vem dbq bdn cie ldd cet	43
183	183	2504688.54284866	1573381.24866384	72	3	1	59.6166666666667	apd-sd dzg-td tuq-td shu-td fvr-sd zag-td zag-sd rou-td mde-td fub-sd rou-cf mne-td kie-td mls-sd dau-td sbz-cf kcm-cf kwv-td tma-td ckq-td btf-td kwg-td kah-cf bub-td djc-td fgr-td fvr-td tma-sd mub-td mls-td bvo-td fni-td bva-td kyq-td yul-sd amj-td kth-td mgb-td sys-sd saa-td glj-td sjg-td daj-sd zna-td kxj-td mes-td mei-sd trj-td jyy-td bid-td dau-sd mou-td mmy-td kou-td daa-td glc-td jeu-td vkj-td glu-td tug-td sys-td mcw-td sbj-td klf-td dsi-td moz-td tax-td mvu-td ubi-td zrn-td muj-td	apd dzg tuq shu fvr zag zag rou mde fub rou mne kie mls dau sbz kcm kwv tma ckq btf kwg kah bub djc fgr fvr tma mub mls bvo fni bva kyq yul amj kth mgb sys saa glj sjg daj zna kxj mes mei trj jyy bid dau mou mmy kou daa glc jeu vkj glu tug sys mcw sbj klf dsi moz tax mvu ubi zrn muj	52
184	184	3506563.95998812	1573381.24866384	72	2	1	61.95	apd-sd bej-sd amh-et gaz-et nus-sd dik-sd guk-et dip-sd fub-sd shk-sd diw-sd kzh-sd wti-et mfz-sd bdi-sd bwo-et xom-sd wti-sd jum-sd kib-sd myf-et daj-sd kmq-et udu-sd mei-sd kko-sd mor-sd xtc-sd ras-sd tbi-sd hbn-sd tag-sd kdu-sd nyi-sd ghl-sd tie-sd elh-sd tic-sd hoz-et kgo-sd sze-et dil-sd kec-sd shj-sd drb-sd tbr-sd guk-sd kcr-sd gza-et lro-sd fuj-sd xel-sd laf-sd wll-sd aft-sd jle-sd tey-sd dec-sd liu-sd otr-sd keg-sd shw-sd tlo-sd wrn-sd zmo-sd teq-sd soh-sd taz-sd tms-sd acz-sd lmd-sd kcp-sd lof-sd	apd bej amh gaz nus dik guk dip fub shk diw kzh wti mfz bdi bwo xom wti jum kib myf daj kmq udu mei kko mor xtc ras tbi hbn tag kdu nyi ghl tie elh tic hoz kgo sze dil kec shj drb tbr guk kcr gza lro fuj xel laf wll aft jle tey dec liu otr keg shw tlo wrn zmo teq soh taz tms acz lmd kcp lof	35
185	185	4508439.37712758	1573381.24866384	33	1	0.75	23.15	ars-sa apd-sd som-so acw-sa som-et bej-sd gax-et amh-et ayn-ye gaz-et acq-ye aar-et tir-et tig-er hae-et guk-et fub-sd aar-er aar-dj bej-er tir-er kun-er ssy-er ssy-et tig-sd awn-et bwo-et som-dj xan-et nrb-er byn-er kun-et ahg-et agj-et	ars apd som acw som bej gax amh ayn gaz acq aar tir tig hae guk fub aar aar bej tir kun ssy ssy tig awn bwo som xan nrb byn kun ahg agj	39
186	186	5510314.79426705	1573381.24866384	15	0	0.59	8.86666666666667	ars-sa som-so afb-om afb-sa ayn-ye acq-ye ayh-ye gdq-ye afb-ye gdq-om shv-om sqt-ye adf-om hoh-ye hoh-om	ars som afb afb ayn acq ayh gdq afb gdq shv sqt adf hoh hoh	9
187	187	6512190.21140651	1573381.24866384	7	0	0.05	3.75	afb-om gdq-om hss-om shv-om sqt-ye adf-om bhm-om	afb gdq hss shv sqt adf bhm	8
188	188	7514065.62854597	1573381.24866384	0	6	0	0	NA	NA	NA
189	189	8515941.04568544	1573381.24866384	45	7	0.65	36.5833333333333	tel-in mar-in kan-in tam-in lmn-in dcc-in gno-in mal-in tam-lk kff-in gom-in urd-in tcy-in knn-in anr-in kfi-in kfa-in cde-in kep-in wbq-in iru-in yea-in url-in kfd-in kfe-in saz-in kfu-in ull-in bfq-in muv-in pcg-in yeu-in pcf-in xub-in tcx-in kej-in vis-in xuj-in mjv-in xua-in all-in kfg-in vmd-in aaf-in kfh-in	tel mar kan tam lmn dcc gno mal tam kff gom urd tcy knn anr kfi kfa cde kep wbq iru yea url kfd kfe saz kfu ull bfq muv pcg yeu pcf xub tcx kej vis xuj mjv xua all kfg vmd aaf kfh	174
190	190	9517816.4628249	1573381.24866384	26	8	0.08	19.25	tel-in ori-in gno-in kff-in kxu-in srb-in pci-in daq-in bgw-in kxv-in ort-in mrr-in gbj-in kfc-in bfw-in gdb-in svr-in mju-in yeu-in gaq-in pcj-in mmk-in rei-in juy-in peg-in bdv-in	tel ori gno kff kxu srb pci daq bgw kxv ort mrr gbj kfc bfw gdb svr mju yeu gaq pcj mmk rei juy peg bdv	194
191	191	10519691.8799644	1573381.24866384	40	9	0.24	27.75	mya-mm tha-th nod-th sou-th pwo-mm ksw-th ksw-mm mnw-mm ybd-mm tvn-mm kyu-mm blk-mm mwq-mm kjp-th pdu-mm cnb-mm mwt-mm pww-th yno-th mww-th mnw-th kvq-mm shn-th lhi-th lis-th kvy-mm bwe-mm oon-in apq-in kvu-mm kvl-mm hnj-th kpp-mm anq-in kxf-mm eky-th lcp-th lwl-th mwt-th kkh-th std-in	mya tha nod sou pwo ksw ksw mnw ybd tvn kyu blk mwq kjp pdu cnb mwt pww yno mww mnw kvq shn lhi lis kvy bwe oon apq kvu kvl hnj kpp anq kxf eky lcp lwl mwt kkh std	230
192	192	11521567.2971038	1573381.24866384	156	9	0.79	128.5	mya-mm tts-th tha-th khm-kh vie-vn nod-th sou-th kjg-la lao-la pwo-mm ksw-th hnj-la mww-la khm-vn kxm-th cmo-kh kdt-kh rad-vn pht-la tdd-la jra-vn kpm-vn sss-la brb-la pht-th bdq-vn tmm-vn tyj-vn kjp-th crw-vn nyw-th krr-kh ktv-vn bru-vn cmo-vn rgs-vn hnj-vn kgd-la krv-kh cja-kh blt-la mng-vn thc-vn jeh-vn kdt-la cma-vn brb-kh kdt-th lbo-la sti-vn mnn-vn bru-la smu-kh phu-th stt-vn tth-la tou-vn pkt-la jeg-la yno-th mlf-th prt-la kuf-la sti-kh lhu-th khm-la ren-vn mww-th sed-vn pac-vn kgc-la tpu-kh bgl-la nod-la ium-th mnw-th ngt-la pht-vn jra-kh prt-th lhi-th xhv-vn tkz-vn hnu-la cjm-vn brv-th sss-th lis-th spu-la kjg-vn prb-th xhv-la cog-kh skk-la khb-th hal-vn hld-la phg-vn tto-la hnu-vn scq-kh tmp-la nuo-vn tgr-la hld-vn oog-la hal-la mra-la skb-la oyb-la pcb-kh xkk-kh nev-la hnj-th yoy-la sqq-la pry-th kjg-th pac-la cja-vn tdf-la pkt-vn scb-vn lmm-kh cbn-th sxm-kh mlf-la scb-la kjt-th soa-th tpo-la tdr-vn llo-la brb-vn aem-la irr-la jeh-la stg-vn mra-th tnu-la syo-kh yoy-th thm-la cog-th alk-la rmx-vn mpz-th tth-vn hos-vn skb-th rka-kh aem-vn tyh-la thm-th nyl-th mqt-th csd-th	mya tts tha khm vie nod sou kjg lao pwo ksw hnj mww khm kxm cmo kdt rad pht tdd jra kpm sss brb pht bdq tmm tyj kjp crw nyw krr ktv bru cmo rgs hnj kgd krv cja blt mng thc jeh kdt cma brb kdt lbo sti mnn bru smu phu stt tth tou pkt jeg yno mlf prt kuf sti lhu khm ren mww sed pac kgc tpu bgl nod ium mnw ngt pht jra prt lhi xhv tkz hnu cjm brv sss lis spu kjg prb xhv cog skk khb hal hld phg tto hnu scq tmp nuo tgr hld oog hal mra skb oyb pcb xkk nev hnj yoy sqq pry kjg pac cja tdf pkt scb lmm cbn sxm mlf scb kjt soa tpo tdr llo brb aem irr jeh stg mra tnu syo yoy thm cog alk rmx mpz tth hos skb rka aem tyh thm nyl mqt csd	240
193	193	12523442.7142433	1573381.24866384	32	12	0.06	20.9166666666667	yue-cn vie-vn nan-cn lic-cn rad-vn jra-vn kpm-vn bdq-vn ktv-vn cmo-vn rgs-vn mng-vn jeh-vn mnn-vn hre-vn ren-vn sed-vn rog-vn moo-vn hro-vn cua-vn tkz-vn cjm-vn cje-vn jio-cn hld-vn kta-vn kxy-vn tdr-vn roc-vn cuq-cn huq-cn	yue vie nan lic rad jra kpm bdq ktv cmo rgs mng jeh mnn hre ren sed rog moo hro cua tkz cjm cje jio hld kta kxy tdr roc cuq huq	286
194	194	13525318.1313827	1573381.24866384	110	12	0.16	105.25	ceb-ph tgl-ph ilo-ph war-ph hil-ph bcl-ph sul-ph krj-ph duo-ph tbw-ph pam-ph msb-ph dgc-ph ilk-ph due-ph ibg-ph cyo-ph isd-ph itv-ph kne-ph akl-ph tbk-ph bhk-ph iry-ph xsb-ph ibl-ph tiu-ph pag-ph bya-ph alj-ph bku-ph agv-ph ifb-ph srv-ph kmk-ph cps-ph kak-ph tdy-ph gad-ph hnn-ph atk-ph bnc-ph cts-ph rol-ph agp-ph sbl-ph bnj-ph tgt-ph bto-ph loc-ph xnn-ph iti-ph kkg-ph ksn-ph inn-ph ifk-ph cgc-ph ifa-ph bln-ph gdg-ph blw-ph kml-ph twb-ph knb-ph ifu-ph itb-ph smk-ph agt-ph ivb-ph prh-ph ksc-ph bks-ph bno-ph tis-ph bjx-ph agn-ph btn-ph itt-ph kyj-ph blx-ph bkb-ph srg-ph sgb-ph yog-ph agz-ph clu-ph abp-ph kgh-ph agy-ph att-ph agk-ph iwk-ph atz-ph abc-ph mlz-ph atl-ph kyb-ph ayt-ph azt-ph ify-ph kmd-ph abx-ph aqn-ph ays-ph dul-ph ity-ph mtw-ph abd-ph atp-ph tne-ph	ceb tgl ilo war hil bcl sul krj duo tbw pam msb dgc ilk due ibg cyo isd itv kne akl tbk bhk iry xsb ibl tiu pag bya alj bku agv ifb srv kmk cps kak tdy gad hnn atk bnc cts rol agp sbl bnj tgt bto loc xnn iti kkg ksn inn ifk cgc ifa bln gdg blw kml twb knb ifu itb smk agt ivb prh ksc bks bno tis bjx agn btn itt kyj blx bkb srg sgb yog agz clu abp kgh agy att agk iwk atz abc mlz atl kyb ayt azt ify kmd abx aqn ays dul ity mtw abd atp tne	316
195	195	14527193.5485222	1573381.24866384	1	12	0.01	0.25	sul-ph	sul	366
196	196	15529068.9656617	1573381.24866384	2	12	0.01	1	yap-fm uli-fm	yap uli	366
197	197	16530944.3828011	1573381.24866384	4	12	0.01	4	cha-gu cha-mp cal-mp tpv-mp	cha cha cal tpv	365
198	198	17532819.7999406	1573381.24866384	1	12	0.01	0.25	mah-mh	mah	NA
199	199	18534695.2170801	1573381.24866384	1	12	0.01	0.25	mah-mh	mah	365
200	200	19536570.6342195	1573381.24866384	0	12	0	0	NA	NA	NA
201	201	-19536570.6342195	517591.87363177	0	NA	0	0	NA	NA	NA
202	202	-18534695.21708	517591.87363177	0	NA	0	0	NA	NA	NA
203	203	-17532819.7999406	517591.87363177	1	12	0.01	0.333333333333333	gil-ki	gil	218
204	204	-16530944.3828011	517591.87363177	0	12	0	0	NA	NA	NA
205	205	-15529068.9656617	517591.87363177	0	NA	0	0	NA	NA	NA
206	206	-14527193.5485222	517591.87363177	0	NA	0	0	NA	NA	NA
207	207	-13525318.1313827	517591.87363177	0	NA	0	0	NA	NA	NA
208	208	-12523442.7142433	517591.87363177	0	NA	0	0	NA	NA	NA
209	209	-11521567.2971038	517591.87363177	0	NA	0	0	NA	NA	NA
210	210	-10519691.8799644	517591.87363177	1	7	0.01	0.166666666666667	spa-ec	spa	115
211	211	-9517816.46282489	517591.87363177	11	12	0.03	7.5	spa-ec spa-cr spa-pa gym-pa tfr-pa cjp-cr sab-pa bzd-cr gym-cr jam-pa brn-cr tfr-cr	spa spa spa gym tfr cjp sab bzd gym jam brn tfr	348
212	212	-8515941.04568543	517591.87363177	52	12	0.71	41.4	spa-co spa-ve spa-ec guh-co spa-pa hto-co huu-co emp-co cto-co cmi-co noa-co pbb-co cuk-pa emp-pa mot-co guo-co qud-ec bdc-co yup-ve qvi-ec sja-co inb-co kwi-co tuf-co aca-co coe-co mot-ve inj-co sab-pa con-ec snn-co tnb-co noa-pa sey-ec yup-co con-co tdc-co gum-co cbi-ec cbd-co kvn-co kvn-pa yri-co kbh-co qvo-co snn-ec tuf-ve tbn-co jam-pa kwi-ec cto-pa sja-pa sja-ec	spa spa spa guh spa hto huu emp cto cmi noa pbb cuk emp mot guo qud bdc yup qvi sja inb kwi tuf aca coe mot inj sab con snn tnb noa sey yup con tdc gum cbi cbd kvn kvn yri kbh qvo snn tuf tbn jam kwi cto sja sja	360
213	213	-7514065.62854596	517591.87363177	92	12	1	78.5388888888889	por-br spa-co spa-ve guh-co guu-ve pid-ve mch-ve aoc-ve kpc-co wca-br yae-ve car-ve gae-ve pbh-ve guh-ve pio-co guu-br shb-ve guc-ve xsu-ve kpc-ve ciy-ve cui-co cub-co shb-br yau-ve kpc-br bwi-ve wpc-ve guo-co mht-ve pui-co yrl-br mbn-co pio-ve spc-ve tuf-co aca-co gae-br bsn-co tav-co bao-co bwi-br xsu-br gob-co atx-ve pui-ve mbr-co yrl-ve slc-co myy-co tae-br yar-ve mcg-ve des-co atx-br cbd-co myy-br tuo-co slc-ve cbb-co cbc-co gvc-co cui-ve cub-br mht-br mch-br yrl-co kwa-br gvc-br sri-co tuo-br tue-co des-br pir-br tuf-ve yui-co sri-br tbn-co yui-br tue-br cbc-br pid-co cbv-co bao-br yab-br tnd-co jup-co pir-co pok-br tae-co jup-br	por spa spa guh guu pid mch aoc kpc wca yae car gae pbh guh pio guu shb guc xsu kpc ciy cui cub shb yau kpc bwi wpc guo mht pui yrl mbn pio spc tuf aca gae bsn tav bao bwi xsu gob atx pui mbr yrl slc myy tae yar mcg des atx cbd myy tuo slc cbb cbc gvc cui cub mht mch yrl kwa gvc sri tuo tue des pir tuf yui sri tbn yui tue cbc pid cbv bao yab tnd jup pir pok tae jup	309
214	214	-6512190.2114065	517591.87363177	58	12	0.77	46.3388888888889	por-br spa-ve eng-gy aoc-ve nld-sr wca-br wba-ve car-ve atr-br fra-gf shb-ve ake-gy wap-gy wap-br pbc-gy ciy-ve gyn-gy mbc-gy shb-br wba-gy arw-gy ake-ve srn-sr srm-sr mbc-br waw-br djk-sr arw-gf spc-ve car-gf aoc-br car-sr apy-br hix-br aoc-gy waw-gy atx-ve way-br mbc-ve car-gy djk-gf ake-br atx-br way-sr way-gf slj-br tri-br brc-gy arw-sr tri-sr kww-sr sik-br sik-ve ako-sr arw-ve wba-sr sik-sr mzx-gy	por spa eng aoc nld wca wba car atr fra shb ake wap wap pbc ciy gyn mbc shb wba arw ake srn srm mbc waw djk arw spc car aoc car apy hix aoc waw atx way mbc car djk ake atx way way slj tri brc arw tri kww sik sik ako arw wba sik mzx	324
215	215	-5510314.79426704	517591.87363177	17	10	0.2	13.0555555555556	por-br fra-gf oym-br gcr-gf arw-gf car-gf car-sr car-br iap-br kmv-br plu-br djk-gf way-gf plu-gf oym-gf eme-gf srm-gf	por fra oym gcr arw car car car iap kmv plu djk way plu oym eme srm	328
216	216	-4508439.37712758	517591.87363177	0	7	0	0	NA	NA	NA
217	217	-3506563.95998811	517591.87363177	0	NA	0	0	NA	NA	NA
218	218	-2504688.54284865	517591.87363177	0	NA	0	0	NA	NA	NA
219	219	-1502813.12570919	517591.87363177	44	8	0.15	34.25	men-sl sus-gn xpe-lr tem-sl mku-gn bsq-lr knk-gn knk-sl kqs-gn gol-lr gkp-gn kno-sl klu-lr mev-lr tod-gn lom-lr sus-sl lma-sl mzj-gn bun-sl vai-lr bza-lr tja-lr vai-sl lia-sl mev-gn lok-sl ggb-lr eng-lr lir-lr gol-sl kss-sl blh-lr kqs-sl krm-sl mzj-lr kss-lr men-lr kri-sl dee-lr emk-sl buy-sl llc-gn	men sus xpe tem mku bsq knk knk kqs gol gkp kno klu mev tod lom sus lma mzj bun vai bza tja vai lia mev lok ggb eng lir gol kss blh kqs krm mzj kss men kri dee emk buy llc	274
