index	longitudes	latitudes	LANG_ISO	ID_ISO_A2	weighted_endemism	language_diversity	land_coverage	mgs	vegetation_productivity	new.mgs
1300	1300	-10269223.0256795	-2037418.41394583	NA	NA	0	0	0	NA	NA	NA
1301	1301	-9768285.31710975	-2037418.41394583	NA	NA	0	0	0	NA	NA	NA
1302	1302	-9267347.60854002	-2037418.41394583	NA	NA	0	0	0	NA	NA	NA
1303	1303	-8766409.89997029	-2037418.41394583	NA	NA	0	0	0	NA	NA	NA
1304	1304	-8265472.19140056	-2037418.41394583	spa	spa-pe	0.0769230769230769	1	0.02	0	NA	23
1305	1305	-7764534.48283083	-2037418.41394583	spa spa quh ayr ayr ayr ayc cap ure	spa-pe spa-cl quh-bo ayr-cl ayr-bo ayr-pe ayc-pe cap-bo ure-bo	4.66783216783217	9	0.73	4	134.260713591539	26.5
1306	1306	-7263596.7742611	-2037418.41394583	spa quh ayr gui gnw mtp yuz yuq	spa-bo quh-bo ayr-bo gui-bo gnw-bo mtp-bo yuz-bo yuq-bo	3.95833333333333	7	1	11	175.635532259669	145
1307	1307	-6762659.06569137	-2037418.41394583	spa spa cax ayo gui ayo gyr ceg tpj	spa-bo spa-py cax-bo ayo-py gui-bo ayo-bo gyr-bo ceg-py tpj-py	3.65833333333333	9	1	8	203.361497379442	204.5
1308	1308	-6261721.35712164	-2037418.41394583	por cax ayo ter bor ceg kbc gta	por-br cax-bo ayo-py ter-br bor-br ceg-py kbc-br gta-br	3.43992248062015	9	1	9	198.752482647655	260
1309	1309	-5760783.6485519	-2037418.41394583	por bor	por-br bor-br	0.273255813953488	2	1	9	193.280193572252	266
1310	1310	-5259845.93998217	-2037418.41394583	por	por-br	0.0232558139534884	1	1	8	190.651459302113	264
1311	1311	-4758908.23141244	-2037418.41394583	por mbl kqq	por-br mbl-br kqq-br	1.02325581395349	3	0.99	7	201.143603001906	257
1312	1312	-4257970.52284271	-2037418.41394583	por mbl	por-br mbl-br	0.523255813953488	2	0.18	12	176.911080817408	348
1313	1313	-3757032.81427298	-2037418.41394583	NA	NA	0	0	0	NA	NA	NA
1314	1314	-3256095.10570325	-2037418.41394583	NA	NA	0	0	0	NA	NA	251
1315	1315	-2755157.39713352	-2037418.41394583	NA	NA	0	0	0	NA	NA	NA
1316	1316	-2254219.68856379	-2037418.41394583	NA	NA	0	0	0	NA	NA	NA
1317	1317	-1753281.97999405	-2037418.41394583	NA	NA	0	0	0	NA	NA	NA
1318	1318	-1252344.27142432	-2037418.41394583	NA	NA	0	0	0	NA	NA	NA
1319	1319	-751406.562854592	-2037418.41394583	NA	NA	0	0	0	NA	NA	NA
1320	1320	-250468.85428486	-2037418.41394583	NA	NA	0	0	0	NA	NA	NA
1321	1321	250468.854284871	-2037418.41394583	NA	NA	0	0	0	NA	NA	NA
1322	1322	751406.562854603	-2037418.41394583	NA	NA	0	0	0	NA	NA	NA
1323	1323	1252344.27142433	-2037418.41394583	naq her dhm dhm	naq-na her-na dhm-na dhm-ao	1.2	4	0.25	0	130.470373508278	47
1324	1324	1753281.97999406	-2037418.41394583	nba naq her kua dhm ndo dhm kua knw nyk hgm kwm oun	nba-ao naq-na her-na kua-na dhm-na ndo-na dhm-ao kua-ao knw-na nyk-ao hgm-na kwm-na oun-ao	6.61666666666667	13	1	4	158.763903072788	90
1325	1325	2254219.68856379	-2037418.41394583	tsn xkv afr nba her yey her kua nhr ktz kua aue xuu knw mhw ktz xuu kwn ndo kwn gnk diu mho diu aue xuu mho diu mhw nye mhw oun	tsn-bw xkv-bw afr-bw nba-ao her-bw yey-bw her-na kua-na nhr-bw ktz-na kua-ao aue-bw xuu-bw knw-na mhw-bw ktz-bw xuu-na kwn-na ndo-ao kwn-ao gnk-bw diu-bw mho-zm diu-na aue-na xuu-ao mho-ao diu-ao mhw-na nye-ao mhw-ao oun-ao	17.5095238095238	32	1	5	169.319328102169	108
1326	1326	2755157.39713353	-2037418.41394583	tsn xkv afr her kck yey toi nhr sna tyu shg aue loz nde nmq mck xuu mhw kck toi loz xuu sbs gnk ttl mho nmq hio xuu yey mhw fwe sbs nye mhw yax sbs loz yax hnh	tsn-bw xkv-bw afr-bw her-bw kck-bw yey-bw toi-zm nhr-bw sna-bw tyu-bw shg-bw aue-bw loz-zm nde-bw nmq-bw mck-zm xuu-bw mhw-bw kck-zw toi-zw loz-bw xuu-na sbs-bw gnk-bw ttl-zm mho-zm nmq-zw hio-zw xuu-ao yey-na mhw-zm fwe-na sbs-zm nye-ao mhw-ao yax-ao sbs-na loz-zw yax-zm hnh-bw	22.3428571428571	40	1	5	174.237645756965	120
1327	1327	3256095.10570326	-2037418.41394583	tsn sna kck toi nde sna tsc nde nmq kck toi ven hio nse sna	tsn-bw sna-zw kck-bw toi-zm nde-zw sna-bw tsc-zw nde-bw nmq-bw kck-zw toi-zw ven-zw hio-zw nse-zw sna-zm	5.80952380952381	15	1	5	178.158205188757	136
1328	1328	3757032.81427299	-2037418.41394583	sna seh ndc nya nyu tsc mxc ndc twx twl llb lon nse mxc kzn swk bwg vmr	sna-zw seh-mz ndc-mz nya-mw nyu-mz tsc-zw mxc-zw ndc-zw twx-mz twl-mz llb-mz lon-mw nse-zw mxc-mz kzn-mz swk-mw bwg-mz vmr-mz	10.5	18	0.89	6	190.423399260045	211
1329	1329	4257970.52284272	-2037418.41394583	seh ngl chw llb xmc tke mhm mny kzn vmr cwb eko	seh-mz ngl-mz chw-mz llb-mz xmc-mz tke-mz mhm-mz mny-mz kzn-mz vmr-mz cwb-mz eko-mz	6.66666666666667	12	0.2	7	154.16251826859	245
1330	1330	4758908.23141245	-2037418.41394583	skg	skg-mg	0.25	1	0.17	5	NA	162
1331	1331	5259845.93998218	-2037418.41394583	skg plt bhr bmm xmw bjq	skg-mg plt-mg bhr-mg bmm-mg xmw-mg bjq-mg	2	6	0.91	6	181.878078618109	282
1332	1332	5760783.64855191	-2037418.41394583	bmm	bmm-mg	0.25	1	0.01	12	NA	365
1333	1333	6261721.35712165	-2037418.41394583	rcf mfe	rcf-re mfe-mu	0.833333333333333	2	0.01	12	NA	330
1334	1334	6762659.06569137	-2037418.41394583	NA	NA	0	0	0	NA	NA	338
1335	1335	7263596.77426111	-2037418.41394583	mfe	mfe-mu	0.333333333333333	1	0.01	NA	NA	269.5
1336	1336	7764534.48283084	-2037418.41394583	NA	NA	0	0	0	NA	NA	NA
1337	1337	8265472.19140057	-2037418.41394583	NA	NA	0	0	0	NA	NA	NA
1338	1338	8766409.8999703	-2037418.41394583	NA	NA	0	0	0	NA	NA	NA
1339	1339	9267347.60854003	-2037418.41394583	NA	NA	0	0	0	NA	NA	NA
1340	1340	9768285.31710976	-2037418.41394583	NA	NA	0	0	0	NA	NA	NA
1341	1341	10269223.0256795	-2037418.41394583	NA	NA	0	0	0	NA	NA	NA
1342	1342	10770160.7342492	-2037418.41394583	NA	NA	0	0	0	NA	NA	NA
1343	1343	11271098.442819	-2037418.41394583	NA	NA	0	0	0	NA	NA	NA
1344	1344	11772036.1513887	-2037418.41394583	NA	NA	0	0	0	NA	NA	NA
1345	1345	12272973.8599584	-2037418.41394583	NA	NA	0	0	0	NA	NA	NA
1346	1346	12773911.5685281	-2037418.41394583	yij nrl nhf vma	yij-au nrl-au nhf-au vma-au	2.25	4	0.02	1	NA	28
1347	1347	13274849.2770979	-2037418.41394583	eng nna yij nly nlr nrl	eng-au nna-au yij-au nly-au nlr-au nrl-au	2.53125	5	0.24	2	90.7265160876427	33
1348	1348	13775786.9856676	-2037418.41394583	eng wmt nna ung nyh gbd gni ywr bck unp bcj	eng-au wmt-au nna-au ung-au nyh-au gbd-au gni-au ywr-au bck-au unp-au bcj-au	6.53125	11	0.89	3	157.147834045614	66
1349	1349	14276724.6942373	-2037418.41394583	wbp wmt ung gue ddj gia mep kux gni bck	wbp-au wmt-au ung-au gue-au ddj-au gia-au mep-au kux-au gni-au bck-au	5.7	10	1	4	158.391624189836	56
1350	1350	14777662.4028071	-2037418.41394583	wbp aly wmb mwd gue are wrm gbb jig nji wrl	wbp-au aly-au wmb-au mwd-au gue-au are-au wrm-au gbb-au jig-au nji-au wrl-au	5.95	11	1	4	157.970241087463	49
1351	1351	15278600.1113768	-2037418.41394583	eng aly wmb gbc wrm lbz gyd	eng-au aly-au wmb-au gbc-au wrm-au lbz-au gyd-au	2.53125	7	0.96	4	156.598757960607	45
1352	1352	15779537.8199465	-2037418.41394583	eng kjn gdj lbz kvs gyd	eng-au kjn-au gdj-au lbz-au kvs-au gyd-au	3.53125	6	0.92	4	165.023565646483	93
1353	1353	16280475.5285163	-2037418.41394583	eng kjn gvn dbl dyy yii wgy	eng-au kjn-au gvn-au dbl-au dyy-au yii-au wgy-au	5.03125	7	0.65	7	160.819602384585	140
1354	1354	16781413.237086	-2037418.41394583	NA	NA	0	0	0.02	8	5.81479156742061	254
1355	1355	17282350.9456557	-2037418.41394583	NA	NA	0	0	0	11	NA	NA
1356	1356	17783288.6542255	-2037418.41394583	NA	NA	0	0	0	12	22.63888741	323
1357	1357	18284226.3627952	-2037418.41394583	pri aji nua nee cam yly jaz pop nem pme hvk piz mrk fwa aek uve msq mkt bwa	pri-nc aji-nc nua-nc nee-nc cam-nc yly-nc jaz-nc pop-nc nem-nc pme-nc hvk-nc piz-nc mrk-nc fwa-nc aek-nc uve-nc msq-nc mkt-nc bwa-nc	17	19	0.04	12	NA	336
1358	1358	18785164.0713649	-2037418.41394583	dhv erg erk nen nms llp tvk lww aty nwi uur tnp dix tnn ptv iai vrt tnk ahb brj aul mwi mlx tnl psw nvh pma sns mmm uve nmk rpn bnk bki lmu fut mmw etn mxe lpa klv	dhv-nc erg-vu erk-vu nen-nc nms-vu llp-vu tvk-vu lww-vu aty-vu nwi-vu uur-vu tnp-vu dix-vu tnn-vu ptv-vu iai-nc vrt-vu tnk-vu ahb-vu brj-vu aul-vu mwi-vu mlx-vu tnl-vu psw-vu nvh-vu pma-vu sns-vu mmm-vu uve-nc nmk-vu rpn-vu bnk-vu bki-vu lmu-vu fut-vu mmw-vu etn-vu mxe-vu lpa-vu klv-vu	35.5	41	0.01	12	91.1612715542079	365
1359	1359	19286101.7799347	-2037418.41394583	NA	NA	0	0	0	NA	NA	NA
1360	1360	19787039.4885044	-2037418.41394583	fij wyy lmv bwb goo	fij-fj wyy-fj lmv-fj bwb-fj goo-fj	4.25	5	0.09	12	60.3347460363793	355
1361	1361	-19787039.4885044	-2544197.31396122	ton	ton-to	0.25	1	0.01	12	NA	366
1362	1362	-19286101.7799346	-2544197.31396122	ton	ton-to	0.25	1	0.01	12	NA	366
1363	1363	-18785164.0713649	-2544197.31396122	NA	NA	0	0	0	NA	NA	NA
1364	1364	-18284226.3627952	-2544197.31396122	NA	NA	0	0	0	NA	NA	NA
1365	1365	-17783288.6542255	-2544197.31396122	rar	rar-ck	0.333333333333333	1	0.01	NA	NA	366
1366	1366	-17282350.9456557	-2544197.31396122	NA	NA	0	0	0	NA	NA	NA
1367	1367	-16781413.237086	-2544197.31396122	aut	aut-pf	0.5	1	0.01	12	80.8093166325	366
1368	1368	-16280475.5285163	-2544197.31396122	aut	aut-pf	0.5	1	0.01	NA	NA	366
1369	1369	-15779537.8199465	-2544197.31396122	pmt	pmt-pf	0.142857142857143	1	0.01	12	NA	365
1370	1370	-15278600.1113768	-2544197.31396122	pmt mrv	pmt-pf mrv-pf	0.642857142857143	2	0.01	12	NA	365
1371	1371	-14777662.4028071	-2544197.31396122	eng mrv	eng-pn mrv-pf	0.833333333333333	2	0.01	12	NA	365
1372	1372	-14276724.6942373	-2544197.31396122	eng	eng-pn	0.333333333333333	1	0.01	12	NA	366
1373	1373	-13775786.9856676	-2544197.31396122	eng	eng-pn	0.333333333333333	0	0	NA	NA	366
1374	1374	-13274849.2770979	-2544197.31396122	NA	NA	0	0	0	NA	NA	NA
1375	1375	-12773911.5685281	-2544197.31396122	NA	NA	0	0	0	NA	NA	NA
1376	1376	-12272973.8599584	-2544197.31396122	NA	NA	0	0	0	NA	NA	NA
1377	1377	-11772036.1513887	-2544197.31396122	NA	NA	0	0	0	NA	NA	NA
1378	1378	-11271098.4428189	-2544197.31396122	NA	NA	0	0	0	NA	NA	NA
1379	1379	-10770160.7342492	-2544197.31396122	NA	NA	0	0	0	NA	NA	NA
1380	1380	-10269223.0256795	-2544197.31396122	NA	NA	0	0	0	NA	NA	NA
1381	1381	-9768285.31710975	-2544197.31396122	NA	NA	0	0	0	NA	NA	NA
1382	1382	-9267347.60854002	-2544197.31396122	NA	NA	0	0	0	NA	NA	NA
1383	1383	-8766409.89997029	-2544197.31396122	NA	NA	0	0	0	NA	NA	NA
1384	1384	-8265472.19140056	-2544197.31396122	NA	NA	0	0	0	0	NA	NA
1385	1385	-7764534.48283083	-2544197.31396122	spa quh ayr cqu ayr	spa-cl quh-bo ayr-cl cqu-cl ayr-ar	2.34090909090909	5	0.65	0	136.645042381241	3
1386	1386	-7263596.7742611	-2544197.31396122	spa spa quh qus wlv quh gnw gui cqu mtp mtp cag crt tpj crq tob	spa-ar spa-bo quh-bo qus-ar wlv-ar quh-ar gnw-bo gui-ar cqu-cl mtp-bo mtp-ar cag-ar crt-ar tpj-ar crq-ar tob-bo	8.85049019607843	16	1	5	182.087068627463	171
1387	1387	-6762659.06569137	-2544197.31396122	spa spa qus wlv tob ayo plg leg sap cag mzh pdt mtp tpj cag crq tmf crt crq tpj gui crq	spa-ar spa-py qus-ar wlv-ar tob-ar ayo-py plg-ar leg-py sap-py cag-py mzh-ar pdt-py mtp-bo tpj-py cag-ar crq-py tmf-py crt-ar crq-ar tpj-bo gui-py crq-bo	13.1754901960784	22	1	8	202.190213903884	178
1388	1388	-6261721.35712164	-2544197.31396122	spa tob ayo nhd leg sap pta kgk ter kgk gun nhd ceg guq tob tmf mca gva	spa-py tob-ar ayo-py nhd-py leg-py sap-py pta-py kgk-ar ter-br kgk-br gun-py nhd-br ceg-py guq-py tob-py tmf-py mca-py gva-py	9.95	19	1	12	209.329017579882	350
1389	1389	-5760783.6485519	-2544197.31396122	por kgp gun kgk ter nhd xet opy	por-br kgp-br gun-br kgk-ar ter-br nhd-br xet-br opy-br	3.47325581395349	8	1	12	203.55010594469	365
1390	1390	-5259845.93998217	-2544197.31396122	por kgp gun nhd	por-br kgp-br gun-br nhd-br	0.889922480620155	4	0.73	12	192.23171812787	338
1391	1391	-4758908.23141244	-2544197.31396122	por ccd kqq	por-br ccd-br kqq-br	1.52325581395349	3	0.33	9	186.1150684125	300
1392	1392	-4257970.52284271	-2544197.31396122	NA	NA	0	0	0	12	NA	NA
1393	1393	-3757032.81427298	-2544197.31396122	NA	NA	0	0	0	NA	NA	NA
1394	1394	-3256095.10570325	-2544197.31396122	NA	NA	0	0	0	8	NA	NA
1395	1395	-2755157.39713352	-2544197.31396122	NA	NA	0	0	0	NA	NA	NA
1396	1396	-2254219.68856379	-2544197.31396122	NA	NA	0	0	0	NA	NA	NA
1397	1397	-1753281.97999405	-2544197.31396122	NA	NA	0	0	0	NA	NA	NA
1398	1398	-1252344.27142432	-2544197.31396122	NA	NA	0	0	0	NA	NA	NA
1399	1399	-751406.562854592	-2544197.31396122	NA	NA	0	0	0	NA	NA	NA
1400	1400	-250468.85428486	-2544197.31396122	NA	NA	0	0	0	NA	NA	NA
1401	1401	250468.854284871	-2544197.31396122	NA	NA	0	0	0	NA	NA	NA
1402	1402	751406.562854603	-2544197.31396122	NA	NA	0	0	0	NA	NA	NA
1403	1403	1252344.27142433	-2544197.31396122	NA	NA	0	0	0	0	NA	NA
1404	1404	1753281.97999406	-2544197.31396122	naq afr knw	naq-na afr-na knw-na	1.03333333333333	3	0.8	1	141.440022671475	25
1405	1405	2254219.68856379	-2544197.31396122	tsn xkv afr her nmn naq her naq nhr aue afr gwj gnk aue nhr tsn nmn	tsn-bw xkv-bw afr-bw her-bw nmn-bw naq-na her-na naq-bw nhr-bw aue-bw afr-na gwj-bw gnk-bw aue-na nhr-na tsn-na nmn-na	8.04285714285714	17	1	3	152.6058151624	50
1406	1406	2755157.39713353	-2544197.31396122	tsn xkv afr tsn her nmn kck nhr tyu shg hio gwj two huc gnk	tsn-bw xkv-bw afr-bw tsn-za her-bw nmn-bw kck-bw nhr-bw tyu-bw shg-bw hio-bw gwj-bw two-bw huc-bw gnk-bw	6.25952380952381	15	1	5	159.223794140209	54
1407	1407	3256095.10570326	-2544197.31396122	afr tsn afr tsn zul tso sot nso kck nde tsc ven brl kck ssw ssw two ven eng tso tsn nbl	afr-za tsn-bw afr-bw tsn-za zul-za tso-mz sot-za nso-za kck-bw nde-zw tsc-zw ven-za brl-bw kck-zw ssw-sz ssw-za two-bw ven-zw eng-za tso-za tsn-zw nbl-za	11.0357142857143	22	1	5	173.071764146721	68
1408	1408	3757032.81427299	-2544197.31396122	tso ndc tsc tsc ssw ssw cce toh rng ssw	tso-mz ndc-mz tsc-mz tsc-zw ssw-sz ssw-za cce-mz toh-mz rng-mz ssw-mz	5.75	11	0.72	5	176.61675151002	158
1409	1409	4257970.52284272	-2544197.31396122	NA	NA	0	0	0	4	NA	101
1410	1410	4758908.23141245	-2544197.31396122	skg bhr tdx txy msh	skg-mg bhr-mg tdx-mg txy-mg msh-mg	2.58333333333333	5	0.27	4	127.089073176973	149
1411	1411	5259845.93998218	-2544197.31396122	plt bhr tdx txy bjq	plt-mg bhr-mg tdx-mg txy-mg bjq-mg	2.16666666666667	5	0.5	8	175.96298923945	321
1412	1412	5760783.64855191	-2544197.31396122	NA	NA	0	0	0	NA	NA	NA
1413	1413	6261721.35712165	-2544197.31396122	rcf	rcf-re	0.5	1	0.01	12	NA	334
1414	1414	6762659.06569137	-2544197.31396122	NA	NA	0	0	0	NA	NA	NA
1415	1415	7263596.77426111	-2544197.31396122	NA	NA	0	0	0	NA	NA	NA
1416	1416	7764534.48283084	-2544197.31396122	NA	NA	0	0	0	NA	NA	NA
1417	1417	8265472.19140057	-2544197.31396122	NA	NA	0	0	0	NA	NA	NA
1418	1418	8766409.8999703	-2544197.31396122	NA	NA	0	0	0	NA	NA	NA
1419	1419	9267347.60854003	-2544197.31396122	NA	NA	0	0	0	NA	NA	NA
1420	1420	9768285.31710976	-2544197.31396122	NA	NA	0	0	0	NA	NA	NA
1421	1421	10269223.0256795	-2544197.31396122	NA	NA	0	0	0	NA	NA	NA
1422	1422	10770160.7342492	-2544197.31396122	NA	NA	0	0	0	NA	NA	NA
1423	1423	11271098.442819	-2544197.31396122	NA	NA	0	0	0	NA	NA	NA
1424	1424	11772036.1513887	-2544197.31396122	NA	NA	0	0	0	NA	NA	NA
1425	1425	12272973.8599584	-2544197.31396122	NA	NA	0	0	0	2	NA	NA
1426	1426	12773911.5685281	-2544197.31396122	eng yij yia bxj dhl dhr pnv vku bxn nhf	eng-au yij-au yia-au bxj-au dhl-au dhr-au pnv-au vku-au bxn-au nhf-au	6.28125	10	0.67	1	150.286817093647	30
1427	1427	13274849.2770979	-2544197.31396122	eng mpj nna yij yia wbt nad nly pnw pnv vku	eng-au mpj-au nna-au yij-au yia-au wbt-au nad-au nly-au pnw-au pnv-au vku-au	5.03125	11	1	0	155.450475527195	36
1428	1428	13775786.9856676	-2544197.31396122	mpj nna wbt pii nad	mpj-au nna-au wbt-au pii-au nad-au	2.08333333333333	4	1	0	152.24735339145	33
1429	1429	14276724.6942373	-2544197.31396122	pjt wbp ntj piu	pjt-au wbp-au ntj-au piu-au	1.5	4	1	0	152.969165964461	42
1430	1430	14777662.4028071	-2544197.31396122	pjt wbp aly kdd piu gue are aer amx gbb	pjt-au wbp-au aly-au kdd-au piu-au gue-au are-au aer-au amx-au gbb-au	4.2	10	1	0	158.381555763245	38
1431	1431	15278600.1113768	-2544197.31396122	eng aly kdd aer adg	eng-au aly-au kdd-au aer-au adg-au	2.03125	4	1	0	152.568035326651	29
1432	1432	15779537.8199465	-2544197.31396122	eng	eng-au	0.03125	1	1	2	149.06562081358	33
1433	1433	16280475.5285163	-2544197.31396122	eng bym	eng-au bym-au	0.53125	2	1	5	175.684860572709	52
1434	1434	16781413.237086	-2544197.31396122	eng	eng-au	0.03125	1	0.61	10	175.592978358659	85
1435	1435	17282350.9456557	-2544197.31396122	NA	NA	0	0	0	11	NA	277
1436	1436	17783288.6542255	-2544197.31396122	NA	NA	0	0	0	NA	NA	NA
1437	1437	18284226.3627952	-2544197.31396122	pri duf aji ane axx kdk cir bpk meg aok aqr nek sih bwa bis jas	pri-nc duf-nc aji-nc ane-nc axx-nc kdk-nc cir-nc bpk-nc meg-nc aok-nc aqr-nc nek-nc sih-nc bwa-nc bis-nc jas-nc	13	16	0.03	12	NA	338
1438	1438	18785164.0713649	-2544197.31396122	duf axx dhv kdk nen cks	duf-nc axx-nc dhv-nc kdk-nc nen-nc cks-nc	3.5	5	0.01	12	17.0319137624979	304
1439	1439	19286101.7799347	-2544197.31396122	NA	NA	0	0	0	NA	NA	365
1440	1440	19787039.4885044	-2544197.31396122	NA	NA	0	0	0	NA	NA	NA
1441	1441	-19787039.4885044	-3050976.21397661	NA	NA	0	0	0	NA	194.375	366
1442	1442	-19286101.7799346	-3050976.21397661	NA	NA	0	0	0	NA	NA	NA
1443	1443	-18785164.0713649	-3050976.21397661	NA	NA	0	0	0	NA	NA	NA
1444	1444	-18284226.3627952	-3050976.21397661	NA	NA	0	0	0	NA	NA	NA
1445	1445	-17783288.6542255	-3050976.21397661	NA	NA	0	0	0	NA	NA	NA
1446	1446	-17282350.9456557	-3050976.21397661	NA	NA	0	0	0	NA	NA	NA
1447	1447	-16781413.237086	-3050976.21397661	NA	NA	0	0	0	NA	NA	NA
1448	1448	-16280475.5285163	-3050976.21397661	ray	ray-pf	1	1	0.000160408925562546	NA	NA	366
1449	1449	-15779537.8199465	-3050976.21397661	NA	NA	0	0	0	NA	NA	NA
1450	1450	-15278600.1113768	-3050976.21397661	NA	NA	0	0	0	NA	NA	NA
1451	1451	-14777662.4028071	-3050976.21397661	NA	NA	0	0	0	NA	NA	NA
1452	1452	-14276724.6942373	-3050976.21397661	NA	NA	0	0	0	NA	NA	NA
1453	1453	-13775786.9856676	-3050976.21397661	NA	NA	0	0	0	NA	NA	NA
1454	1454	-13274849.2770979	-3050976.21397661	NA	NA	0	0	0	NA	NA	NA
1455	1455	-12773911.5685281	-3050976.21397661	NA	NA	0	0	0	NA	NA	NA
1456	1456	-12272973.8599584	-3050976.21397661	rap	rap-cl	1	1	0.000701289933214155	NA	NA	303
1457	1457	-11772036.1513887	-3050976.21397661	NA	NA	0	0	0	NA	NA	NA
1458	1458	-11271098.4428189	-3050976.21397661	NA	NA	0	0	0	NA	NA	NA
1459	1459	-10770160.7342492	-3050976.21397661	NA	NA	0	0	0	NA	NA	NA
1460	1460	-10269223.0256795	-3050976.21397661	NA	NA	0	0	0	NA	NA	NA
1461	1461	-9768285.31710975	-3050976.21397661	NA	NA	0	0	0	NA	NA	NA
1462	1462	-9267347.60854002	-3050976.21397661	NA	NA	0	0	0	7	NA	NA
1463	1463	-8766409.89997029	-3050976.21397661	NA	NA	0	0	0	5	NA	NA
1464	1464	-8265472.19140056	-3050976.21397661	NA	NA	0	0	0	7	NA	NA
1465	1465	-7764534.48283083	-3050976.21397661	spa spa	spa-ar spa-cl	0.149732620320856	2	0.83	1	139.295553111681	13
1466	1466	-7263596.7742611	-3050976.21397661	spa qus	spa-ar qus-ar	0.308823529411765	2	1	5	180.291043965994	131
1467	1467	-6762659.06569137	-3050976.21397661	spa spa qus wlv tob moc vil	spa-ar spa-py qus-ar wlv-ar tob-ar moc-ar vil-ar	3.0921568627451	7	1	10	195.742299456761	261
1468	1468	-6261721.35712164	-3050976.21397661	por spa spa spa tob nhd gun kgk gun gun guq	por-br spa-ar spa-uy spa-py tob-ar nhd-py gun-br kgk-ar gun-py gun-ar guq-py	3.81541267669859	10	1	12	203.044069914994	363
1469	1469	-5760783.6485519	-3050976.21397661	por kgp gun hrx kgk vec xok	por-br kgp-br gun-br hrx-br kgk-ar vec-br xok-br	3.30658914728682	7	0.93	12	208.007155744028	365
1470	1470	-5259845.93998217	-3050976.21397661	xok	xok-br	0.5	1	0.1	12	180.875704202523	366
1471	1471	-4758908.23141244	-3050976.21397661	NA	NA	0	0	0	NA	NA	NA
1472	1472	-4257970.52284271	-3050976.21397661	NA	NA	0	0	0	NA	NA	NA
1473	1473	-3757032.81427298	-3050976.21397661	NA	NA	0	0	0	NA	NA	NA
1474	1474	-3256095.10570325	-3050976.21397661	NA	NA	0	0	0	NA	NA	NA
1475	1475	-2755157.39713352	-3050976.21397661	NA	NA	0	0	0	NA	NA	NA
1476	1476	-2254219.68856379	-3050976.21397661	NA	NA	0	0	0	NA	NA	NA
1477	1477	-1753281.97999405	-3050976.21397661	NA	NA	0	0	0	NA	NA	NA
1478	1478	-1252344.27142432	-3050976.21397661	NA	NA	0	0	0	NA	NA	NA
1479	1479	-751406.562854592	-3050976.21397661	NA	NA	0	0	0	NA	NA	NA
1480	1480	-250468.85428486	-3050976.21397661	NA	NA	0	0	0	NA	NA	NA
1481	1481	250468.854284871	-3050976.21397661	NA	NA	0	0	0	NA	NA	NA
1482	1482	751406.562854603	-3050976.21397661	NA	NA	0	0	0	NA	NA	NA
1483	1483	1252344.27142433	-3050976.21397661	NA	NA	0	0	0	0	NA	NA
1484	1484	1753281.97999406	-3050976.21397661	afr naq naq	afr-za naq-na naq-za	0.842857142857143	3	0.36	0	126.299248190194	20
1485	1485	2254219.68856379	-3050976.21397661	afr tsn xkv afr naq	afr-za tsn-bw xkv-bw afr-bw naq-za	1.15238095238095	5	1	0	146.180400447521	29
1486	1486	2755157.39713353	-3050976.21397661	afr tsn xho sot	afr-za tsn-za xho-za sot-za	0.976190476190476	4	1	6	161.615523438658	62
1487	1487	3256095.10570326	-3050976.21397661	afr tsn xho zul sot sot ssw ssw eng xho ssw zul	afr-za tsn-za xho-za zul-za sot-za sot-ls ssw-sz ssw-za eng-za xho-ls ssw-ls zul-ls	6.14285714285714	12	0.92	8	180.655145386344	170
1488	1488	3757032.81427299	-3050976.21397661	zul ssw ssw rng zul ssw rng	zul-za ssw-sz ssw-za rng-mz zul-mz ssw-mz rng-za	3.83333333333333	7	0.13	8	134.67495218763	149
1489	1489	4257970.52284272	-3050976.21397661	NA	NA	0	0	0	NA	NA	NA
1490	1490	4758908.23141245	-3050976.21397661	NA	NA	0	0	0	4	NA	NA
1491	1491	5259845.93998218	-3050976.21397661	NA	NA	0	0	0	5	NA	NA
1492	1492	5760783.64855191	-3050976.21397661	NA	NA	0	0	0	NA	NA	NA
1493	1493	6261721.35712165	-3050976.21397661	NA	NA	0	0	0	NA	NA	NA
1494	1494	6762659.06569137	-3050976.21397661	NA	NA	0	0	0	NA	NA	NA
1495	1495	7263596.77426111	-3050976.21397661	NA	NA	0	0	0	NA	NA	NA
1496	1496	7764534.48283084	-3050976.21397661	NA	NA	0	0	0	NA	NA	NA
1497	1497	8265472.19140057	-3050976.21397661	NA	NA	0	0	0	NA	NA	NA
1498	1498	8766409.8999703	-3050976.21397661	NA	NA	0	0	0	NA	NA	NA
1499	1499	9267347.60854003	-3050976.21397661	NA	NA	0	0	0	NA	NA	NA
1500	1500	9768285.31710976	-3050976.21397661	NA	NA	0	0	0	NA	NA	NA
1501	1501	10269223.0256795	-3050976.21397661	NA	NA	0	0	0	NA	NA	NA
1502	1502	10770160.7342492	-3050976.21397661	NA	NA	0	0	0	NA	NA	NA
1503	1503	11271098.442819	-3050976.21397661	NA	NA	0	0	0	NA	NA	NA
1504	1504	11772036.1513887	-3050976.21397661	NA	NA	0	0	0	NA	NA	NA
1505	1505	12272973.8599584	-3050976.21397661	NA	NA	0	0	0	5	NA	NA
