,P[Y=1],P[Y=2],P[Y=3],y_hat,y_avg,y_obs,residual1,residual2
atk,0.943230493,0.055296175,0.001473333,1,1.05824284,1,-0.05824284,0
atl,0.800439267,0.1868177,0.012743033,1,1.212303766,1,-0.212303766,0
atm,0.197248778,0.507902263,0.294848959,2,2.097600181,2,-0.097600181,0
atn,0.950814617,0.048016427,0.001168956,1,1.050354339,1,-0.050354339,0
ato,0.97419717,0.025379652,0.000423178,1,1.026226008,1,-0.026226008,0
atp,0.839769525,0.151674054,0.008556421,1,1.168786895,1,-0.168786895,0
atq,0.985417192,0.014405678,0.00017713,1,1.014759938,1,-0.014759938,0
atr,0.673333242,0.293775245,0.032891513,1,1.359558271,1,-0.359558271,0
ats,0.024569281,0.257527392,0.717903326,3,2.693334045,2,-0.693334045,-1
att,0.931975254,0.066045359,0.001979387,1,1.070004134,1,-0.070004134,0
atu,0.991809118,0.00811588,7.50E-05,1,1.008265885,1,-0.008265885,0
atv,0.492824498,0.422264496,0.084911007,1,1.592086509,1,-0.592086509,0
atw,0.015975727,0.209372571,0.774651702,3,2.758675975,3,0.241324025,0
atx,0.551481956,0.384283869,0.064234175,1,1.51275222,2,0.48724778,1
aty,0.718763625,0.256813509,0.024422866,1,1.305659241,1,-0.305659241,0
atz,0.579086038,0.365032517,0.055881445,1,1.476795407,2,0.523204593,1
aub,0.828431784,0.161894015,0.0096742,1,1.181242416,1,-0.181242416,0
auc,0.91544429,0.081716785,0.002838925,1,1.087394636,1,-0.087394636,0
aug,0.98325664,0.016525102,0.000218258,1,1.016961618,1,-0.016961618,0
auh,0.988739358,0.011140417,0.000120225,1,1.011380867,1,-0.011380867,0
aui,0.983032892,0.016744412,0.000222696,1,1.017189804,1,-0.017189804,0
auj,0.765078911,0.217642052,0.017279037,1,1.252200126,2,0.747799874,1
auk,0.979922871,0.019789396,0.000287733,1,1.020364861,1,-0.020364861,0
aul,0.981280732,0.018460693,0.000258575,1,1.018977843,1,-0.018977843,0
aum,0.970490009,0.028988758,0.000521233,1,1.030031224,1,-0.030031224,0
aun,0.976252478,0.023375242,0.00037228,1,1.024119803,1,-0.024119803,0
aup,0.942454433,0.056039417,0.001506151,1,1.059051718,1,-0.059051718,0
auq,0.768943229,0.214310731,0.01674604,1,1.247802811,1,-0.247802811,0
aur,0.952628469,0.046270946,0.001100585,1,1.048472116,1,-0.048472116,0
auu,0.896940059,0.099095345,0.003964596,1,1.107024537,1,-0.107024537,0
auw,0.807957507,0.18016774,0.011874754,1,1.203917247,2,0.796082753,1
aux,0.001002704,0.043688273,0.955309023,3,2.954306319,3,0.045693681,0
auy,0.998986597,0.001009619,3.78E-06,1,1.001017187,1,-0.001017187,0
ava,0.999738847,0.000260566,5.87E-07,1,1.000261741,1,-0.000261741,0
avd,0.112401752,0.457808425,0.429789823,2,2.31738807,1,-1.31738807,-1
ave,0.120585692,0.465972153,0.413442155,2,2.292856464,3,0.707143536,1
avi,0.987823947,0.012040942,0.000135111,1,1.012311164,1,-0.012311164,0
avn,0.998741088,0.00125379,5.12E-06,1,1.001264034,1,-0.001264034,0
avs,0.001603668,0.05820623,0.940190103,3,2.938586435,3,0.061413565,0
avt,0.995034815,0.004929099,3.61E-05,1,1.005001272,1,-0.005001272,0
avv,0.221389123,0.512051754,0.266559122,2,2.045169999,2,-0.045169999,0
awa,0.999992983,7.01E-06,4.90E-09,1,1.000007022,1,-7.02202E-06,0
awb,0.988934948,0.010947927,0.000117125,1,1.011182178,1,-0.011182178,0
awc,0.996591324,0.003387695,2.10E-05,1,1.003429657,1,-0.003429657,0
awe,0.595161129,0.35345751,0.051381361,1,1.456220232,1,-0.456220232,0
awh,0.80024907,0.186985505,0.012765426,1,1.212516356,1,-0.212516356,0
awi,0.994662691,0.005297232,4.01E-05,1,1.005377386,1,-0.005377386,0
awk,0.000519498,0.028927375,0.970553128,3,2.97003363,3,0.02996637,0
awm,0.813362207,0.175367051,0.011270742,1,1.197908535,1,-0.197908535,0
awn,0.998973344,0.001022802,3.85E-06,1,1.001030509,1,-0.001030509,0
awo,0.84252827,0.14917664,0.00829509,1,1.16576682,1,-0.16576682,0
awr,0.75444015,0.226764601,0.018795249,1,1.264355098,1,-0.264355098,0
aws,0.987029321,0.01282215,0.000148529,1,1.013119208,1,-0.013119208,0
awt,0.690783991,0.279759175,0.029456834,1,1.338672843,1,-0.338672843,0
awu,0.98532025,0.014500842,0.000178908,1,1.014858657,1,-0.014858657,0
awv,0.948215355,0.050514724,0.001269921,1,1.053054567,1,-0.053054567,0
aww,0.652976484,0.309822417,0.037201099,1,1.384224615,1,-0.384224615,0
awx,0.99169915,0.008224358,7.65E-05,1,1.008377342,1,-0.008377342,0
awy,0.971709237,0.027802655,0.000488108,1,1.028778872,1,-0.028778872,0
axg,0.039656547,0.318301427,0.642042026,3,2.602385478,3,0.397614522,0
axk,0.998585362,0.001408607,6.03E-06,1,1.001420669,1,-0.001420669,0
axx,0.699999429,0.272264653,0.027735917,1,1.327736488,1,-0.327736488,0
ayb,0.999768173,0.000231327,5.00E-07,1,1.000232327,1,-0.000232327,0
ayc,0.990535762,0.009371382,9.29E-05,1,1.009557094,1,-0.009557094,0
ayd,0.009958508,0.16438367,0.825657822,3,2.815699314,3,0.184300686,0
aye,0.95733811,0.041730755,0.000931135,1,1.043593025,1,-0.043593025,0
ayg,0.996865115,0.003116275,1.86E-05,1,1.003153495,1,-0.003153495,0
ayi,0.917296433,0.079967799,0.002735768,1,1.085439335,1,-0.085439335,0
ayk,0.233485043,0.512960299,0.253554659,2,2.020069616,1,-1.020069616,-1
ayo,0.984013946,0.015782569,0.000203485,1,1.016189539,1,-0.016189539,0
ayq,0.912452284,0.084538495,0.003009221,1,1.090556936,1,-0.090556936,0
ayr,0.999233131,0.000764299,2.57E-06,1,1.00076944,1,-0.00076944,0
ayt,0.783320549,0.201835144,0.014844307,1,1.231523758,1,-0.231523758,0
ayu,0.8213952,0.168201026,0.010403774,1,1.189008574,2,0.810991426,1
ayz,0.9954307,0.004537304,3.20E-05,1,1.004601295,1,-0.004601295,0
aza,0.982454597,0.017311086,0.000234317,1,1.01777972,1,-0.01777972,0
azb,0.99997157,2.84E-05,3.04E-08,1,1.00002846,1,-2.846E-05,0
azg,0.962887372,0.036365986,0.000746642,1,1.03785927,1,-0.03785927,0
azj,0.999980966,1.90E-05,1.80E-08,1,1.000019052,1,-1.90522E-05,0
azm,0.922735441,0.074821731,0.002442828,1,1.079707386,1,-0.079707386,0
azo,0.992081614,0.007847029,7.14E-05,1,1.007989742,1,-0.007989742,0
azt,0.884927744,0.110283903,0.004788353,1,1.119860609,1,-0.119860609,0
azz,0.988824472,0.011056656,0.000118873,1,1.011294401,1,-0.011294401,0
baa,0.982420071,0.017344911,0.000235018,1,1.017814947,1,-0.017814947,0
bab,0.875784405,0.118750636,0.005464959,1,1.129680554,1,-0.129680554,0
bac,0.911549618,0.085388898,0.003061484,1,1.091511865,1,-0.091511865,0
bae,0.015548073,0.206564786,0.777887141,3,2.762339068,2,-0.762339068,-1
baf,0.972811139,0.026729954,0.000458907,1,1.027647768,1,-0.027647768,0
bag,0.994307582,0.005648404,4.40E-05,1,1.005736432,1,-0.005736432,0
bah,0.715248021,0.259727506,0.025024473,1,1.309776452,1,-0.309776452,0
bak,0.997249583,0.002734979,1.54E-05,1,1.002765855,1,-0.002765855,0
bam,0.999999919,8.09E-08,1.69E-11,1,1.000000081,1,-8.08933E-08,0
ban,0.999578411,0.000420461,1.13E-06,1,1.000422718,1,-0.000422718,0
bao,0.905354698,0.09121405,0.003431253,1,1.098076555,1,-0.098076555,0
bap,0.999943443,5.65E-05,7.55E-08,1,1.000056633,1,-5.66325E-05,0
bar,0.999904133,9.57E-05,1.52E-07,1,1.00009602,1,-9.60198E-05,0
bas,0.999818175,0.000181465,3.60E-07,1,1.000182185,1,-0.000182185,0
bau,0.991472788,0.008447623,7.96E-05,1,1.008606801,1,-0.008606801,0
bav,0.99670053,0.003279445,2.00E-05,1,1.003319494,1,-0.003319494,0
baw,0.989664281,0.010229897,0.000105822,1,1.010441542,1,-0.010441542,0
bax,0.999768649,0.000230852,4.98E-07,1,1.000231849,1,-0.000231849,0
bba,0.999903572,9.63E-05,1.54E-07,1,1.000096581,1,-9.65814E-05,0
bbb,0.99384868,0.006102039,4.93E-05,1,1.006200601,1,-0.006200601,0
bbc,0.999653826,0.000345312,8.62E-07,1,1.000347036,1,-0.000347036,0
bbd,0.994205752,0.005749082,4.52E-05,1,1.005839413,1,-0.005839413,0
bbe,0.977663073,0.021998115,0.000338812,1,1.02267574,1,-0.02267574,0
bbf,0.932767965,0.065290397,0.001941638,1,1.069173673,1,-0.069173673,0
bbg,0.947918285,0.050800031,0.001281684,1,1.053363399,1,-0.053363399,0
bbh,0.815160773,0.17376578,0.011073448,1,1.195912675,1,-0.195912675,0
bbi,0.942938509,0.055575847,0.001485644,1,1.058547135,1,-0.058547135,0
bbj,0.999444106,0.000554245,1.65E-06,1,1.000557542,1,-0.000557542,0
bbk,0.997777453,0.002211144,1.14E-05,1,1.002233951,1,-0.002233951,0
bbl,0.949340136,0.049434064,0.0012258,1,1.051885664,1,-0.051885664,0
bbm,0.950611827,0.048211466,0.001176707,1,1.05056488,1,-0.05056488,0
bbo,0.997939232,0.002050523,1.02E-05,1,1.002071014,1,-0.002071014,0
bbp,0.98922132,0.010666041,0.000112639,1,1.010891318,1,-0.010891318,0
bbq,0.983450067,0.016335485,0.000214449,1,1.016764382,1,-0.016764382,0
bbr,0.998333812,0.001658598,7.59E-06,1,1.001673778,1,-0.001673778,0
bbs,0.968192752,0.031221303,0.000585944,1,1.032393192,2,0.967606808,1
bbt,0.942630827,0.055870509,0.001498664,1,1.058867837,1,-0.058867837,0
bbu,0.993852797,0.00609797,4.92E-05,1,1.006196436,1,-0.006196436,0
bbv,0.994837521,0.005124294,3.82E-05,1,1.005200664,1,-0.005200664,0
bbw,0.996384406,0.003592761,2.28E-05,1,1.003638427,1,-0.003638427,0
bby,0.98417509,0.015624519,0.000200391,1,1.0160253,1,-0.0160253,0
bca,0.998538435,0.001455251,6.31E-06,1,1.001467878,1,-0.001467878,0
bcc,0.999680061,0.000319165,7.74E-07,1,1.000320713,1,-0.000320713,0
bcd,0.712430877,0.262056269,0.025512854,1,1.313081977,1,-0.313081977,0
bce,0.975300399,0.024304056,0.000395546,1,1.025095147,1,-0.025095147,0
bcf,0.992480463,0.007453403,6.61E-05,1,1.00758567,1,-0.00758567,0
bcg,0.921948835,0.075566894,0.002484271,1,1.080535437,1,-0.080535437,0
bch,0.973967435,0.025603543,0.000429022,1,1.026461587,1,-0.026461587,0
bci,0.999966359,3.36E-05,3.80E-08,1,1.000033679,1,-3.36792E-05,0
bcj,0.761341585,0.220854951,0.017803463,1,1.256461878,2,0.743538122,1
bck,0.674387021,0.292935547,0.032677433,1,1.358290412,2,0.641709588,1
bcl,0.999984687,1.53E-05,1.35E-08,1,1.000015327,1,-1.53267E-05,0
bcm,0.980993428,0.018741926,0.000264647,1,1.019271219,1,-0.019271219,0
bcn,0.950818034,0.04801314,0.001168826,1,1.050350792,1,-0.050350792,0
bco,0.97618746,0.023438688,0.000373852,1,1.024186392,1,-0.024186392,0
bcp,0.995900737,0.004071909,2.74E-05,1,1.004126617,1,-0.004126617,0
bcq,0.999823948,0.000175707,3.45E-07,1,1.000176397,1,-0.000176397,0
bcr,0.721019286,0.254939285,0.02404143,1,1.303022144,1,-0.303022144,0
bcs,0.996172088,0.003803127,2.48E-05,1,1.003852697,1,-0.003852697,0
bct,0.989418885,0.010471535,0.00010958,1,1.010690695,1,-0.010690695,0
bcu,0.986433395,0.013407716,0.000158889,1,1.013725494,1,-0.013725494,0
bcv,0.961157719,0.038039914,0.000802367,1,1.039644648,1,-0.039644648,0
bcw,0.982740785,0.017030677,0.000228539,1,1.017487754,1,-0.017487754,0
bcy,0.999578449,0.000420423,1.13E-06,1,1.000422679,1,-0.000422679,0
bcz,0.997666119,0.002321659,1.22E-05,1,1.002346103,1,-0.002346103,0
bda,0.998303207,0.001689006,7.79E-06,1,1.00170458,1,-0.00170458,0
bdb,0.989991249,0.009907863,0.000100888,1,1.010109639,1,-0.010109639,0
bdc,0.921058649,0.076409803,0.002531549,1,1.0814729,1,-0.0814729,0
bdd,0.989362962,0.010526595,0.000110443,1,1.010747481,1,-0.010747481,0
bde,0.994910521,0.005052075,3.74E-05,1,1.005126883,1,-0.005126883,0
bdg,0.973234731,0.0263174,0.000447868,1,1.027213137,1,-0.027213137,0
bdi,0.955864499,0.043152606,0.000982895,1,1.045118396,1,-0.045118396,0
bdj,0.851349979,0.141162954,0.007487067,1,1.156137088,1,-0.156137088,0
bdk,0.92440661,0.073237575,0.002355815,1,1.077949204,1,-0.077949204,0
bdl,0.993467685,0.006478512,5.38E-05,1,1.006586119,1,-0.006586119,0
bdm,0.998611938,0.00138219,5.87E-06,1,1.001393935,1,-0.001393935,0
bdn,0.206400151,0.509866898,0.28373295,2,2.077332799,2,-0.077332799,0
bdo,0.928338642,0.069504715,0.002156643,1,1.073818,1,-0.073818,0
bdp,0.987168185,0.012685663,0.000146152,1,1.012977966,1,-0.012977966,0
bdq,0.997871991,0.002117287,1.07E-05,1,1.002138731,1,-0.002138731,0
bdr,0.999151094,0.000845947,2.96E-06,1,1.000851865,1,-0.000851865,0
bds,0.950253527,0.048556019,0.001190454,1,1.050936926,1,-0.050936926,0
bdt,0.998040048,0.001950408,9.54E-06,1,1.001969496,1,-0.001969496,0
bdu,0.999016968,0.000979404,3.63E-06,1,1.000986659,1,-0.000986659,0
bdv,0.959501718,0.039641048,0.000857234,1,1.041355516,1,-0.041355516,0
bdw,0.885413667,0.109832735,0.004753599,1,1.119339932,1,-0.119339932,0
bdx,0.682871097,0.286143584,0.030985319,1,1.348114222,2,0.651885778,1
bdy,0.126549422,0.471347912,0.402102666,2,2.275553244,1,-1.275553244,-1
bea,0.805973956,0.181925397,0.012100647,1,1.206126692,2,0.793873308,1
beb,0.995834547,0.004137459,2.80E-05,1,1.004193446,1,-0.004193446,0
bec,0.98984694,0.010050004,0.000103056,1,1.010256115,1,-0.010256115,0
bed,0.787040871,0.19858637,0.014372759,1,1.227331888,1,-0.227331888,0
bee,0.981948023,0.0178073,0.000244676,1,1.018296653,1,-0.018296653,0
bef,0.999409068,0.000589139,1.79E-06,1,1.000592726,1,-0.000592726,0
beg,0.952853439,0.046054336,0.001092225,1,1.048238786,1,-0.048238786,0
beh,0.998617298,0.001376862,5.84E-06,1,1.001388543,1,-0.001388543,0
bei,0.929803135,0.068112409,0.002084456,1,1.072281321,1,-0.072281321,0
bej,0.999849141,0.000150579,2.80E-07,1,1.000151139,1,-0.000151139,0
bek,0.953533622,0.045399267,0.001067111,1,1.047533489,1,-0.047533489,0
bel,0.999991179,8.81E-06,6.60E-09,1,1.000008828,1,-8.82789E-06,0
bem,0.999944521,5.54E-05,7.36E-08,1,1.000055552,1,-5.55522E-05,0
ben,1,3.52E-10,2.08E-14,1,1,1,-3.5217E-10,0
beo,0.988397588,0.011476702,0.00012571,1,1.011728123,1,-0.011728123,0
bep,0.975157673,0.024443247,0.00039908,1,1.025241407,1,-0.025241407,0
beq,0.941240391,0.0572015,0.001558109,1,1.060317719,1,-0.060317719,0
bes,0.868682336,0.12529728,0.006020383,1,1.137338047,1,-0.137338047,0
bet,0.998937021,0.001058934,4.04E-06,1,1.001067023,1,-0.001067023,0
beu,0.990277325,0.009626036,9.66E-05,1,1.009819313,1,-0.009819313,0
bev,0.997845323,0.002143764,1.09E-05,1,1.002165589,1,-0.002165589,0
bew,0.999294415,0.000703295,2.29E-06,1,1.000707876,1,-0.000707876,0
bex,0.996888437,0.003093151,1.84E-05,1,1.003129975,1,-0.003129975,0
bey,0.976371408,0.023259179,0.000369412,1,1.023998004,1,-0.023998004,0
bez,0.999721571,0.000277788,6.41E-07,1,1.000279069,1,-0.000279069,0
bfb,0.991445983,0.008474058,8.00E-05,1,1.008633975,1,-0.008633975,0
bfc,0.869358404,0.124675216,0.005966379,1,1.136607975,1,-0.136607975,0
bfd,0.999451116,0.000547264,1.62E-06,1,1.000550504,1,-0.000550504,0
bfe,0.899494698,0.096706419,0.003798883,1,1.104304184,1,-0.104304184,0
bff,0.991163605,0.008752507,8.39E-05,1,1.008920282,1,-0.008920282,0
bfg,0.973909169,0.025660322,0.000430509,1,1.02652134,1,-0.02652134,0
bfh,0.908197555,0.088543285,0.00325916,1,1.095061605,1,-0.095061605,0
bfj,0.992639479,0.007296432,6.41E-05,1,1.00742461,1,-0.00742461,0
bfl,0.996713584,0.003266505,1.99E-05,1,1.003306327,1,-0.003306327,0
bfm,0.993937926,0.006013833,4.82E-05,1,1.006110315,1,-0.006110315,0
bfn,0.998212368,0.001779251,8.38E-06,1,1.001796013,1,-0.001796013,0
bfo,0.999505852,0.000492745,1.40E-06,1,1.00049555,1,-0.00049555,0
bfp,0.96872331,0.030705955,0.000570734,1,1.031847424,1,-0.031847424,0
bfq,0.998250004,0.001741862,8.13E-06,1,1.001758129,1,-0.001758129,0
bfs,0.989590733,0.010302323,0.000106944,1,1.010516211,1,-0.010516211,0
bft,0.993049349,0.006891728,5.89E-05,1,1.007009573,1,-0.007009573,0
bfu,0.969148081,0.030293248,0.000558671,1,1.031410591,1,-0.031410591,0
bfw,0.948692991,0.050055904,0.001251105,1,1.052558113,1,-0.052558113,0
bfy,0.99995281,4.71E-05,5.94E-08,1,1.000047249,1,-4.7249E-05,0
bfz,0.999959834,4.01E-05,4.80E-08,1,1.000040214,1,-4.02137E-05,0
bga,0.967485599,0.031907939,0.000606462,1,1.033120863,2,0.966879137,1
bgc,0.999959331,4.06E-05,4.88E-08,1,1.000040718,1,-4.07181E-05,0
bgd,0.994341387,0.005614979,4.36E-05,1,1.005702247,1,-0.005702247,0
bge,0.983486223,0.016300038,0.000213739,1,1.016727516,1,-0.016727516,0
bgf,0.974040971,0.025531881,0.000427148,1,1.026386177,1,-0.026386177,0
bgg,0.889665121,0.105880194,0.004454685,1,1.114789563,1,-0.114789563,0
bgi,0.991799597,0.008125272,7.51E-05,1,1.008275534,1,-0.008275534,0
bgj,0.98412083,0.015677739,0.000201431,1,1.0160806,1,-0.0160806,0
bgk,0.978076149,0.021594611,0.00032924,1,1.022253091,1,-0.022253091,0
bgl,0.971987977,0.027531368,0.000480655,1,1.028492679,1,-0.028492679,0
bgn,0.999942757,5.72E-05,7.67E-08,1,1.00005732,1,-5.73198E-05,0
bgo,0.92227565,0.075257336,0.002467015,1,1.080191365,2,0.919808635,1
bgp,0.999911331,8.85E-05,1.37E-07,1,1.000088806,1,-8.8806E-05,0
bgq,0.999818087,0.000181553,3.60E-07,1,1.000182273,1,-0.000182273,0
bgr,0.999554366,0.000444417,1.22E-06,1,1.000446851,1,-0.000446851,0
bgs,0.993429574,0.006516163,5.43E-05,1,1.00662469,1,-0.00662469,0
bgt,0.991174922,0.008741349,8.37E-05,1,1.008908807,1,-0.008908807,0
bgu,0.921712562,0.075790657,0.002496781,1,1.080784219,1,-0.080784219,0
bgv,0.782105395,0.202894464,0.015000141,1,1.232894746,1,-0.232894746,0
bgw,0.998300356,0.001691838,7.81E-06,1,1.00170745,1,-0.00170745,0
bgx,0.988337119,0.011536191,0.00012669,1,1.01178957,1,-0.01178957,0
bgy,0.589677598,0.357434933,0.052887469,1,1.463209871,2,0.536790129,1
bgz,0.936372781,0.061853227,0.001773992,1,1.065401211,1,-0.065401211,0
bha,0.986947175,0.012902882,0.000149942,1,1.013202767,1,-0.013202767,0
bhb,0.999929312,7.06E-05,1.02E-07,1,1.000070789,1,-7.07894E-05,0
bhd,0.996337381,0.003639359,2.33E-05,1,1.00368588,1,-0.00368588,0
bhe,0.605740497,0.345701353,0.04855815,1,1.442817653,1,-0.442817653,0
bhf,0.884248525,0.11091434,0.004837135,1,1.12058861,1,-0.12058861,0
bhg,0.996143357,0.00383159,2.51E-05,1,1.003881696,1,-0.003881696,0
bhh,0.946122119,0.052524104,0.001353777,1,1.055231658,1,-0.055231658,0
bhi,0.999583038,0.00041585,1.11E-06,1,1.000418073,1,-0.000418073,0
bhj,0.99634376,0.003633038,2.32E-05,1,1.003679443,1,-0.003679443,0
bhl,0.991050323,0.008864195,8.55E-05,1,1.009035159,1,-0.009035159,0
bhm,0.47469547,0.433098406,0.092206124,1,1.617510653,2,0.382489347,1
bhn,0.68432507,0.284974034,0.030700896,1,1.346375826,1,-0.346375826,0
bho,0.999998145,1.85E-06,8.84E-10,1,1.000001855,1,-1.8554E-06,0
bhp,0.995049148,0.004914917,3.59E-05,1,1.004986787,1,-0.004986787,0
bhq,0.988759575,0.011120522,0.000119903,1,1.011360329,1,-0.011360329,0
bhr,0.99979904,0.000200548,4.12E-07,1,1.000201372,1,-0.000201372,0
bhs,0.970465931,0.029012173,0.000521896,1,1.030055965,1,-0.030055965,0
bht,0.997434626,0.002551394,1.40E-05,1,1.002579354,1,-0.002579354,0
bhu,0.895608169,0.100339525,0.004052306,1,1.108444138,1,-0.108444138,0
bhv,0.970446489,0.029031079,0.000522431,1,1.030075942,1,-0.030075942,0
bhw,0.997137406,0.00284625,1.63E-05,1,1.002878938,1,-0.002878938,0
bhy,0.983109061,0.016669758,0.000221181,1,1.01711212,1,-0.01711212,0
bhz,0.985944539,0.013887886,0.000167574,1,1.014223035,1,-0.014223035,0
bia,0.131481332,0.475456634,0.393062034,2,2.261580703,2,-0.261580703,0
bib,0.999886509,0.0001133,1.91E-07,1,1.000113682,1,-0.000113682,0
bid,0.98462819,0.015180026,0.000191784,1,1.015563595,1,-0.015563595,0
bie,0.858437701,0.134694215,0.006868084,1,1.148430382,1,-0.148430382,0
bif,0.996448849,0.0035289,2.23E-05,1,1.003573402,1,-0.003573402,0
big,0.977028255,0.02261802,0.000353725,1,1.02332547,1,-0.02332547,0
bij,0.898990234,0.097178422,0.003831344,1,1.104841109,1,-0.104841109,0
bil,0.991936942,0.007989774,7.33E-05,1,1.008136343,1,-0.008136343,0
bim,0.999812277,0.000187347,3.76E-07,1,1.000188099,1,-0.000188099,0
bin,0.99991953,8.03E-05,1.21E-07,1,1.00008059,1,-8.05903E-05,0
bio,0.958303324,0.040798819,0.000897858,1,1.042594534,1,-0.042594534,0
bip,0.994898424,0.005064043,3.75E-05,1,1.005139109,1,-0.005139109,0
bir,0.940435201,0.057971813,0.001592985,1,1.061157784,1,-0.061157784,0
bis,0.99963129,0.000367771,9.39E-07,1,1.00036965,1,-0.00036965,0
bit,0.914301378,0.082795178,0.002903444,1,1.088602065,1,-0.088602065,0
biu,0.991966656,0.007960457,7.29E-05,1,1.008106231,1,-0.008106231,0
biv,0.999549494,0.000449271,1.24E-06,1,1.000451742,1,-0.000451742,0
biw,0.984408905,0.015395163,0.000195932,1,1.015787027,1,-0.015787027,0
bix,0.98242002,0.017344961,0.000235019,1,1.017814999,1,-0.017814999,0
biy,0.932442154,0.065600732,0.001957115,1,1.069514961,1,-0.069514961,0
biz,0.992606557,0.007328932,6.45E-05,1,1.007457953,1,-0.007457953,0
bja,0.998699801,0.00129484,5.36E-06,1,1.001305558,1,-0.001305558,0
bjb,0.000540619,0.029668813,0.969790568,3,2.969249949,3,0.030750051,0
bjc,0.964254484,0.035041767,0.000703749,1,1.036449265,1,-0.036449265,0
bje,0.943340926,0.055190386,0.001468688,1,1.058127762,1,-0.058127762,0
bjg,0.987629986,0.01223167,0.000138344,1,1.012508358,1,-0.012508358,0
bjh,0.966303855,0.033054771,0.000641373,1,1.034337518,1,-0.034337518,0
bji,0.997131849,0.002851762,1.64E-05,1,1.00288454,1,-0.00288454,0
bjj,0.99944744,0.000550924,1.64E-06,1,1.000554195,1,-0.000554195,0
bjk,0.985463866,0.014359857,0.000176277,1,1.01471241,1,-0.01471241,0
bjl,0.923466959,0.074128475,0.002404566,1,1.078937608,1,-0.078937608,0
bjm,0.812486496,0.176146033,0.011367472,1,1.198880976,1,-0.198880976,0
bjr,0.952617153,0.046281841,0.001101006,1,1.048483853,1,-0.048483853,0
bjs,0.997298025,0.002686923,1.51E-05,1,1.002717027,1,-0.002717027,0
bjt,0.999657162,0.000341987,8.51E-07,1,1.000343688,1,-0.000343688,0
bju,0.03328817,0.295319826,0.671392004,3,2.638103834,2,-0.638103834,-1
bjv,0.994445173,0.005512353,4.25E-05,1,1.005597301,1,-0.005597301,0
bjw,0.981848444,0.017904824,0.000246732,1,1.018398289,1,-0.018398289,0
bjx,0.980368186,0.019353772,0.000278042,1,1.019909856,1,-0.019909856,0
bjy,0.001399494,0.053596455,0.945004051,3,2.943604558,3,0.056395442,0
bjz,0.994352454,0.005604037,4.35E-05,1,1.005691056,1,-0.005691056,0
bka,0.972891872,0.026651333,0.000456795,1,1.027564923,1,-0.027564923,0
bkc,0.999251458,0.000746057,2.49E-06,1,1.000751028,1,-0.000751028,0
bkd,0.996751492,0.003228925,1.96E-05,1,1.003268091,1,-0.003268091,0
bkf,0.476841684,0.431840109,0.091318207,1,1.614476522,2,0.385523478,1
bkh,0.998861938,0.001133614,4.45E-06,1,1.001142511,1,-0.001142511,0
bki,0.954346225,0.044616349,0.001037426,1,1.046691201,1,-0.046691201,0
bkj,0.980624993,0.019102497,0.00027251,1,1.019647517,1,-0.019647517,0
bkk,0.988275303,0.011597003,0.000127694,1,1.011852391,1,-0.011852391,0
bkl,0.97843395,0.021245016,0.000321034,1,1.021887083,1,-0.021887083,0
bkm,0.999448152,0.000550216,1.63E-06,1,1.000553481,1,-0.000553481,0
bkn,0.842897643,0.148841943,0.008260414,1,1.165362772,1,-0.165362772,0
bko,0.915324377,0.08182996,0.002845664,1,1.087521287,1,-0.087521287,0
