ID_ISO_A3	ID_ISO_A2	ID_FIPS	NAM_LABEL	NAME_PROP	NAME2	NAM_ANSI	ISO639P3code	ID	Name	Macroarea	Latitude	Longitude	glottocode	Countries	Family_ID	Language_level_ID	aes	category	classification	level	med	subclassification	Also spoken in	Alternate Names	Autonym	Classification	Country	Dialects	Language Development	Language Maps	Language Resources	Language Status	Language Use	Location	Other Comments	Population	Population Numeric	Typology	Writing	name
nag-IND	nag-in	nag-IN	Naga Pidgin	Naga Pidgin	NAGA PIDGIN	Naga Pidgin	nag	naga1394	Naga Pidgin	Eurasia	25.2508	93.4438	naga1394	IN	indo1319	NA	not endangered	Spoken_L1_Language	indo1319/indo1320/indo1321/indo1323/oriy1254/gaud1237/kamt1240/assa1262	language	long grammar	naga1394:1	NA	Bodo, Kachari Bengali, Naga Creole Assamese, Naga-Assamese, Nagamese	NA	Creole, Assamese based	India	None known. A variety least similar to Assamese [asm] is spoken by the Yimchenger Naga, and varieties most similar to Assamese by the Angami Naga, and around Dimapur and Kohima.	Taught in primary schools as language of instruction. Taught in secondary schools. Grammar.	India, Map 5	OLAC resources in and about Naga Pidgin	3 (Wider communication).	L1 for the Kachari in Dimapur area, a small community, and among children of interethnic marriages. Used as L2 by Angami Naga [njm], Chang Naga [nbc], Dimasa [dis], Konyak Naga [nbe], Lotha Naga [njh], Monsang Naga [nmh], Phom Naga [nph], Pochuri Naga [npo], Sakachep [sch], Sangtam Naga [nsa], Southern Rengma Naga [nre], Sumi Naga [nsm], Yimchungru Naga [yim].	Nagaland state: Kohima district, Dimapur sub-district; Arunachal Pradesh state border area.	NA	30,000 (Holm 1989).	30000	NA	Latin script [Latn].	Naga Pidgin
aig-ATG	aig-ag	aig-AC	Antigua and Barbuda Creole English	Antigua and Barbuda Creole English	ANTIGUA AND BARBUDA CREOLE ENGLISH	Antigua and Barbuda Creole English	aig	anti1245	Antigua and Barbuda Creole English	North America	17.068263	-61.821863	anti1245	AI;AG;DM;MS;KN;GB	indo1319	NA	not endangered	Spoken_L1_Language	indo1319/germ1287/nort3152/west2793/nort3175/angl1264/angl1265/late1254/merc1242/macr1271/guin1259/cari1284/east2759/gull1242	language	grammar	anti1245:1	{u'View other languages of Anguilla': {}, u'View other languages of Sint Maarten': {}, u'View other languages of Dominica': {}, u'View other languages of Saint Martin': {}, u'View other languages of Montserrat': {}, u'View other languages of Saint Kitts and Nevis': {}}	Broken English, Dialect, Leeward Caribbean Creole, Patwa	Creole	Creole, English based, Atlantic, Eastern, Southern	Antigua and Barbuda	Antiguan Creole English, Barbuda Creole English. Slight comprehension of Jamaican and perhaps Bahamas creoles. May be similar to English Creoles of the Virgin Islands and Netherlands Antilles. One dialect is spoken mainly by older generations who live in Jennings and Bolans villages, near Johnson. People perceive the Southern variety, spoken along Fig Tree Drive Road from Swetes to Bolans, as being most different and difficult to understand. Barbudan is perceived as being more linguistically distant than the Creole English of Montserrat Point (2003 K. Decker).	Oral materials available. Literature.	Creole Languages of the Eastern Caribbean	OLAC resources in and about Antigua and Barbuda Creole English	6a (Vigorous). De facto language of national identity.	All ages. Negative attitudes.	Throughout Antigua and Barbuda.	Most villagers deny the existence of a creole, though they speak it. Although some negative attitudes toward it, its use in the community is quite strong. Its uniqueness and cultural role is valued. Many migrated to Antigua from Montserrat after the eruption of Soufriere Hills volcano on 18 July, 1995. Christian.	67,000 (2001), increasing. It is difficult to substantiate the number of Creole speakers and English speakers. Total users in all countries: 147,520.	147520	NA	Latin script [Latn].	Antigua and Barbuda Creole English
bjs-BRB	bjs-bb	bjs-BB	Bajan	Bajan	BAJAN	Bajan	bjs	baja1265	Bajan	North America	13.1365	-59.5346	baja1265	BB	indo1319	NA	not endangered	Spoken_L1_Language	indo1319/germ1287/nort3152/west2793/nort3175/angl1264/angl1265/late1254/merc1242/macr1271/guin1259/cari1284/east2759/barb1266/barb1267	language	grammar sketch	baja1265:1	NA	Barbadian Creole English	NA	Creole, English based, Atlantic, Eastern, Southern	Barbados	None known. Less than 20 lexical items traceable to African origin. Shares lexical features with Caribbean creoles.	NA	Creole Languages of the Eastern Caribbean	OLAC resources in and about Bajan	6a (Vigorous). De facto language of national identity.	NA	NA	Christian.	256,000 (1999 World Bank).	256000	NA	NA	Bajan
svc-VCT	svc-vc	svc-VC	Vincentian Creole English	Vincentian Creole English	VINCENTIAN CREOLE ENGLISH	Vincentian Creole English	svc	vinc1243	Vincentian Creole English	North America	13.2436	-61.1963	vinc1243	VC	indo1319	NA	not endangered	Spoken_L1_Language	indo1319/germ1287/nort3152/west2793/nort3175/angl1264/angl1265/late1254/merc1242/macr1271/guin1259/cari1284/east2759/vinc1244	language	grammar sketch	vinc1243:1	NA	NA	Vincy Twang	Creole, English based, Atlantic, Eastern, Southern	Saint Vincent and the Grenadines	None known. Most similar to Guyana and Tobago. Exists in a continuum with standard English [eng], with speech in the capital of Kingstown most similar to standard English (the acrolect) and Island Carib descendents who live north of the Dry River being least similar to standard English.	NA	Creole Languages of the Eastern Caribbean	OLAC resources in and about Vincentian Creole English	6a (Vigorous). De facto language of national identity.	Vigorous. Most domains. All ages.	Widespread in Saint Vincent and the Grenadines.	There is a continuum of variation from basilectal Creole to acrolectal English of the educated. Possible French influence, though former French creole is virtually gone. The only folk language (Holm 1989:457).	138,000 (Holm 1989).	138000	NA	Latin script [Latn].	Vincentian Creole English
vic-VIR	vic-vi	vic-VQ	Virgin Islands Creole English	Virgin Islands Creole English	VIRGIN ISLANDS CREOLE ENGLISH	Virgin Islands Creole English	vic	virg1240	Virgin Islands Creole English	North America	18.04715	-63.07851	virg1240	VG	indo1319	NA	not endangered	Spoken_L1_Language	indo1319/germ1287/nort3152/west2793/nort3175/angl1264/angl1265/late1254/merc1242/macr1271/guin1259/cari1284/east2759/barb1266	language	grammar sketch	virg1240:1	{u'View other languages of British Virgin Islands': {}, u'View other languages of Caribbean Netherlands': {}}	NA	NA	Creole, English based, Atlantic, Eastern, Southern	U.S. Virgin Islands	Cruzan. St. Croix, St. Eustatius, St. John, and Saba are most similar. Post-creole English (Alleyne 1985).	Dictionary.	Creole Languages of the Eastern Caribbean	OLAC resources in and about Virgin Islands Creole English	6a (Vigorous). De facto language of national identity.	NA	NA	NA	52,300 (1980). Total users in all countries: 76,500.	76500	NA	Unwritten [Qaax].	Virgin Islands Creole English
gcl-GRD	gcl-gd	gcl-GJ	Grenadian Creole English	Grenadian Creole English	GRENADIAN CREOLE ENGLISH	Grenadian Creole English	gcl	gren1247	Grenadian Creole English	North America	12.0067	-61.6989	gren1247	GD	indo1319	NA	not endangered	Spoken_L1_Language	indo1319/germ1287/nort3152/west2793/nort3175/angl1264/angl1265/late1254/merc1242/macr1271/guin1259/cari1284/east2759/vinc1244/gren1248	language	grammar	gren1247:1	NA	NA	NA	Creole, English based, Atlantic, Eastern, Southern	Grenada	Carriacou Creole English. Reportedly most similar to Trinidad [trf] and Barbados [bjs].	Grammar.	Creole Languages of the Eastern Caribbean	OLAC resources in and about Grenadian Creole English	6a (Vigorous). De facto language of national identity.	Carriacou is a creole English (1996 R. Kephart). The creole predominates in Grenada (Holm 1989:458). All informal domains. All ages.	NA	Creole languages typically exist alongside their lexifier language. In such situations, a continuum forms of variations between the Creole and the acrolect. It is therefore difficult to substantiate the number of Creole speakers and English speakers.	89,200 (2001).	89200	NA	Unwritten [Qaax].	Grenadian Creole English
jam-PAN	jam-pa	jam-PM	Panamanian Creole English	Panamanian Creole English	PANAMANIAN CREOLE ENGLISH	Panamanian Creole English	jam	jama1262	Jamaican Creole English	North America	18.13	-77.2612	jama1262	DO;PA	indo1319	NA	shifting	Spoken_L1_Language	indo1319/germ1287/nort3152/west2793/nort3175/angl1264/angl1265/late1254/merc1242/macr1271/guin1259/cari1284/west2854/jama1264	language	long grammar	(brit1243:1)jama1262:1	{u'View other languages of Panama': {}, u'View other languages of Costa Rica': {}}	Bongo Talk, Jamiekan, Limon Creole English, Patois, Patwa, Quashie Talk, Western Caribbean Creole	NA	Creole, English based, Atlantic, Western	Jamaica	None known. The basilect and standard English mutually inherently unintelligible (Voegelin and Voegelin 1977, LePage 1960, Adler 1977). May be partly intelligible to speakers of Cameroon Pidgin [wes] and Krio [kri] of Sierra Leone, spoken by descendants of Jamaicans repatriated between 1787 and 1860. Inherently intelligible to creole speakers in Panama and Costa Rica. Reportedly very similar to Belize Creole [bzj], similar to Grenada, Saint Vincent, different from Tobago, very different from Guyana, Barbados, Leeward and Windward islands.	Literacy rate in L2: High in English. Dictionary. Grammar. NT: 2012.	Costa Rica	OLAC resources in and about Jamaican Creole English	5 (Developing). De facto language of national identity.	Vigorous. Dominant language and gaining in prestige. Post-Creole continuum from distinct Creole to provincial English of town dwellers. Positive attitudes. Most consider that they speak standard English [eng]. Also use English [eng]. Used as L2 by Konchri Sain [jcs].	NA	There is a continuum of variation from basilectal Creole to acrolectal English of the educated. Linguistic influences from Akan [aka] languages in Ghana and Bantu languages (Hancock 1988).	2,670,000 (2001). Total users in all countries: 3,035,000.	3035000	NA	Latin script [Latn].	Jamaican Creole English
pln-COL	pln-co	pln-CO	Palenquero	Palenquero	PALENQUERO	Palenquero	pln	pale1260	Palenquero	South America	10.3881	-75.2949	pale1260	CO	indo1319	NA	shifting	Spoken_L1_Language	indo1319/ital1284/lati1262/lati1263/impe1234/roma1334/ital1285/west2813/shif1234/sout3183/west2838/cast1243/sout3200	language	grammar	pale1260:1	NA	Lengua, Palenque	NA	Creole, Spanish based	Colombia	None known. Linguistic influences from Koongo [kng] in Democratic Republic of the Congo (Hancock 1987).	NA	Colombia	OLAC resources in and about Palenquero	8a (Moribund).	10% of those under 25 speak it (1998 A. Schwegler). Most speakers are older, but younger people are increasingly learning it as L2 and marker of identity (2011 A. Schwegler). Positive attitudes. Also use Spanish [spa].	Atlántico department: border area and 2 neighborhoods in Barranquilla; Bolivar department: San Basilio de Palenque village southeast of Cartagena.	People are culturally distinct from nearby Spanish [spa] speakers. Palenque is Spanish for a fortified village of runaway slaves.	500 (Holm 1989). Ethnic population: 3,500.	500	NA	Unwritten [Qaax].	Palenquero
mud-RUS	mud-ru	mud-RS	Mednyj Aleut	Aleut, Mednyj	ALEUT, MEDNYJ	Aleut, Mednyj	mud	medn1235	Mednyj Aleut	Eurasia	54.6601	167.782	medn1235	RU	mixe1287	NA	extinct	Mixed_Language	mixe1287/russ1268	language	grammar sketch	medn1235:1	NA	Attuan, Copper, Copper Island Aleut, Copper Island Attuan, Creolized Attuan, Medny	NA	Mixed language, Russian-Aleut	Russian Federation	NA	Taught in primary schools until 4th grade. Grammar.	Eastern Russia	OLAC resources in and about Aleut, Mednyj	8b (Nearly extinct).	Most ethnic group members in the Russian Federation speak Russian [rus] as L1.	Kamchatka district: Komandor Islands, Copper island.	From 1820–1840, dozens of Aleut families were brought from other islands to Commander Islands. Until 1960s, 2 villages on Bering and Medny islands. 1950s–1980s, children sent to boarding schools by the state. Christian.	350 (2010 census). Census includes Aleut [ale].	350	NA	NA	Aleut, Mednyj
tgh-TTO	tgh-tt	tgh-TD	Tobagonian Creole English	Tobagonian Creole English	TOBAGONIAN CREOLE ENGLISH	Tobagonian Creole English	tgh	toba1282	Tobagonian Creole English	North America	11.2388	-60.6791	toba1282	TT	indo1319	NA	not endangered	Spoken_L1_Language	indo1319/germ1287/nort3152/west2793/nort3175/angl1264/angl1265/late1254/merc1242/macr1271/guin1259/cari1284/east2759/vinc1244/gren1248	language	grammar	toba1282:1	NA	Tobagonian Dialect	NA	Creole, English based, Atlantic, Eastern, Southern	Trinidad and Tobago	None known. Reportedly most similar to Guyanese Creole English [gyn] and Vincentian Creole English [svc].	Dictionary.	Creole Languages of the Eastern Caribbean	OLAC resources in and about Tobagonian Creole English	6a (Vigorous). De facto language of provincial identity in Tobago.	Politics. All ages.	Widespread.	NA	300,000 (2011 J. Ferreira).	300000	NA	Unwritten [Qaax].	Tobagonian Creole English
aig-KNA	aig-kn	aig-SC	Saint Kitts Creole English	Saint Kitts Creole English	SAINT KITTS CREOLE ENGLISH	Saint Kitts Creole English	aig	anti1245	Antigua and Barbuda Creole English	North America	17.068263	-61.821863	anti1245	AI;AG;DM;MS;KN;GB	indo1319	NA	not endangered	Spoken_L1_Language	indo1319/germ1287/nort3152/west2793/nort3175/angl1264/angl1265/late1254/merc1242/macr1271/guin1259/cari1284/east2759/gull1242	language	grammar	anti1245:1	{u'View other languages of Anguilla': {}, u'View other languages of Sint Maarten': {}, u'View other languages of Dominica': {}, u'View other languages of Saint Martin': {}, u'View other languages of Montserrat': {}, u'View other languages of Saint Kitts and Nevis': {}}	Broken English, Dialect, Leeward Caribbean Creole, Patwa	Creole	Creole, English based, Atlantic, Eastern, Southern	Antigua and Barbuda	Antiguan Creole English, Barbuda Creole English. Slight comprehension of Jamaican and perhaps Bahamas creoles. May be similar to English Creoles of the Virgin Islands and Netherlands Antilles. One dialect is spoken mainly by older generations who live in Jennings and Bolans villages, near Johnson. People perceive the Southern variety, spoken along Fig Tree Drive Road from Swetes to Bolans, as being most different and difficult to understand. Barbudan is perceived as being more linguistically distant than the Creole English of Montserrat Point (2003 K. Decker).	Oral materials available. Literature.	Creole Languages of the Eastern Caribbean	OLAC resources in and about Antigua and Barbuda Creole English	6a (Vigorous). De facto language of national identity.	All ages. Negative attitudes.	Throughout Antigua and Barbuda.	Most villagers deny the existence of a creole, though they speak it. Although some negative attitudes toward it, its use in the community is quite strong. Its uniqueness and cultural role is valued. Many migrated to Antigua from Montserrat after the eruption of Soufriere Hills volcano on 18 July, 1995. Christian.	67,000 (2001), increasing. It is difficult to substantiate the number of Creole speakers and English speakers. Total users in all countries: 147,520.	147520	NA	Latin script [Latn].	Antigua and Barbuda Creole English
crg-USA	crg-us	crg-US	Michif	Michif	MICHIF	Michif	crg	mich1243	Michif	North America	49.1681	-99.9119	mich1243	CA;US	mixe1287	NA	nearly extinct	Mixed_Language	mixe1287/fren1278	language	grammar	mich1243:1	{u'View other languages of Canada': {}}	French Cree, Mitchif	NA	Mixed language, French-Cree	United States	None known. Reportedly most similar to Plains Cree [crk]. Several varieties in Canada.	Radio. Dictionary. Grammar.	Northern Central United States of America	OLAC resources in and about Michif	7 (Shifting).	Taught for decades at Turtle Mountain Community College in Belcourt, North Dakota (Golla 2007). Speakers 70 and older. Also use English [eng].	North Dakota: Turtle Mountain Reservation.	Spoken by some descendants of the children of Indian women and French fur traders.	75 (2010 census), decreasing. 0. Total users in all countries: 725.	725	NA	Unwritten [Qaax].	Michif
kww-SUR	kww-sr	kww-NS	Kwinti	Kwinti	KWINTI	Kwinti	kww	kwin1243	Kwinti	South America	5.1323	-56.1266	kwin1243	SR	indo1319	NA	threatened	Spoken_L1_Language	indo1319/germ1287/nort3152/west2793/nort3175/angl1264/angl1265/late1254/merc1242/macr1271/guin1259/suri1275/sran1241/suri1272	language	Wordlist or less	kwin1243:1	NA	NA	NA	Creole, English based, Atlantic, Suriname, Ndyuka	Suriname	None known. Further removed from Ndyuka [njt] than Aluku and Paramaccan.	NA	French Guiana and Suriname	OLAC resources in and about Kwinti	6b (Threatened).	Also use Saramaccan [srm], Sranan [srn].	Sipaliwini district: Coppename river area, upstream from Kaimanstan and Witagron.	Traditional religion.	200 (2005 J. Leclerc), decreasing.	200	NA	Unwritten [Qaax].	Kwinti
eee-CHN	eee-cn	eee-CH	E	E	E	E	eee	eeee1240	E	Eurasia	24.7262	109.063	eeee1240	CN	taik1256	NA	threatened	Spoken_L1_Language	taik1256/kamt1241/daic1237/nort3326/nort3180/nort3189/unun9894	language	long grammar	eeee1240:1	NA	Eahua, Kjang E, “Wuse Hua” (pej.), “Wusehua” (pej.)	NA	Mixed language	China	A mixed language, with large amounts of Tuguai Hua (also called Pinghua, a Yue Chinese [yue] dialect) and Guiliu Hua (a southwest Mandarin [cmn] dialect) vocabulary, tone category, voice quality, and some word structure. The grammar has been more resistant to Chinese influence. Chinese scholars consider E a mixture of Northern Zhuang languages, Mulam [mlm], Dong [doc] and Chinese.	NA	Southeastern China	OLAC resources in and about E	6b (Threatened). Language of recognized nationality: Zhuang.	Also use Yue Chinese [yue]. Also use Mandarin Chinese [cmn], specifically the Guiliu dialect.	Guangxi Zhuang Autonomous Region: Rongshui Hmong autonomous county, Yongle district, Simo, Xiatan, Xinglong (Xingyou) and other villages; Luocheng Mulam autonomous county border areas.	Northern Zhuang languages are not used. Traditional religion.	30,000 (Edmondson 1992).	30000	Tonal.	NA	E
afs-USA	afs-us	afs-US	Afro-Seminole Creole	Afro-Seminole Creole	AFRO-SEMINOLE CREOLE	Afro-Seminole Creole	afs	afro1254	Afro-Seminole Creole	North America	31.784300000000002	-99.2934	afro1254	MX;US	indo1319	NA	moribund	Spoken_L1_Language	indo1319/germ1287/nort3152/west2793/nort3175/angl1264/angl1265/late1254/merc1242/macr1271/guin1259/cari1284/east2759/gull1242/gull1243	language	Wordlist or less	afro1254:1	{u'View other languages of United States': {}}	Afro-Seminol Criollo, Afro-Seminole, Mascogos	NA	Creole, English based, Atlantic, Eastern, Northern	Mexico	Mexico Afro-Seminole. Reportedly similar to Bahamas Creole [bah]. Lexical similarity: 90% with Sea Island Creole [gul].	NA	Mexico	OLAC resources in and about Afro-Seminole Creole	8a (Moribund).	Older adults. Also use Spanish [spa].	Coahuila state: Nacimiento de los Negros.	NA	200 (1990). Ethnic population: 500 (2007).	200	NA	Unwritten [Qaax].	Afro-Seminole Creole
snj-CAF	snj-cf	snj-CT	Riverain Sango	Sango, Riverain	SANGO, RIVERAIN	Sango, Riverain	snj	rive1257	Riverain Sango	Africa	4.32811	21.1733	rive1257	CF;CD	atla1278	NA	not endangered	Spoken_L1_Language	atla1278/volt1241/nort3149/came1255/uban1244/ngba1290/ngba1280/nucl1737/sang1327	language	phonology/text	rive1257:1	NA	NA	NA	Creole, Ngbandi based	Central African Republic	None known. High intelligibility of Sango [sag].	NA	Central African Republic	OLAC resources in and about Sango, Riverain	6a (Vigorous).	NA	Basse-Kotto prefecture: Mobaye subprefecture, along Ubangi river.	NA	34,500 (1996).	34500	NA	Unwritten [Qaax].	Sango, Riverain
mhd-TZA	mhd-tz	mhd-TZ	Mbugu	Mbugu	MBUGU	Mbugu	mhd	mbug1240	Mbugu	Africa	-4.72863	38.3519	mbug1240	TZ	mixe1287	NA	shifting	Mixed_Language	mixe1287/bant1297	language	long grammar	(chak1245:1,chan1289:1)mbug1240:1	NA	Kibwayo, Kibwyo, Kimaa, Kimbugu, Ma’a, Mbougou, Wa Maathi, Wa-Ma’a, Wama’a	NA	Mixed language, Bantu-Cushitic	Tanzania	Cha ndani, Cha kawaida.	NA	Tanzania	OLAC resources in and about Mbugu	7 (Shifting).	Also use Asu [asa], Shambala [ksb], Swahili [swh].	Tanga region: Lushoto district, Usambara mountains.	A mixed language; Bantu inflectional (prefix and concord) system with Cushitic vocabulary. Derivational morphemes are Bantu and Cushitic (or non-Bantu). The Bantu influence is from Pare and Shambala.	7,000 (1997). Ethnic population: 32,000.	7000	NA	Unwritten [Qaax].	Mbugu
pap-ABW	pap-aw	pap-AA	Papiamentu	Papiamentu	PAPIAMENTU	Papiamentu	pap	papi1253	Papiamento	North America	12.48485	-69.93988	papi1253	AW	indo1319	NA	not endangered	Spoken_L1_Language	indo1319/ital1284/lati1262/lati1263/impe1234/roma1334/ital1285/west2813/shif1234/sout3183/west2838/gali1263/macr1272/uppe1458	language	grammar	papi1253:1	{u'View other languages of Sint Maarten': {}, u'View other languages of Caribbean Netherlands': {}, u'View other languages of Aruba': {}}	Curassese, Curaçoleño, Papiamen, Papiamento, Papiamentoe	Papiamentu	Creole, Iberian based	Curacao	None known. Becoming more like Spanish [spa], which is prestigious. Papiamentu is genetically related to Kabuverdianu [kea] and Crioulo (Guinea-Bissau) [pov] (Jacobs 2009).	First 2 years of primary school. Newspapers. Dictionary. Grammar. Texts. Bible: 1997.	Creole Languages of the Eastern Caribbean	OLAC resources in and about Papiamentu	1 (National). De facto national language.	Importance varies by island. Use of both Papiamentu and Dutch [nld] not considered an indication of lack of education. Dutch use fosters social and political mobility. All domains. All ages. Also use Dutch [nld], English [eng], Spanish [spa].	Widespread.	Christian.	135,000 in Curacao, all users. 115,000 (2011 SIL). 20,000. Total users in all countries: 339,870 (as L1: 319,870; as L2: 20,000).	319870	Maximum number of prefixes, 2; word order distinguishes subjects, objects, indirect objects; affixes indicate case of noun phrases; verb affixes mark person, number, gender of subject, object, other noun phrase—not obligatory; passives; causatives; comparatives; CVC.	Latin script [Latn].	Papiamentu
vic-VGB	vic-vg	vic-VI	Virgin Islands Creole English	Virgin Islands Creole English	VIRGIN ISLANDS CREOLE ENGLISH	Virgin Islands Creole English	vic	virg1240	Virgin Islands Creole English	North America	18.04715	-63.07851	virg1240	VG	indo1319	NA	not endangered	Spoken_L1_Language	indo1319/germ1287/nort3152/west2793/nort3175/angl1264/angl1265/late1254/merc1242/macr1271/guin1259/cari1284/east2759/barb1266	language	grammar sketch	virg1240:1	{u'View other languages of British Virgin Islands': {}, u'View other languages of Caribbean Netherlands': {}}	NA	NA	Creole, English based, Atlantic, Eastern, Southern	U.S. Virgin Islands	Cruzan. St. Croix, St. Eustatius, St. John, and Saba are most similar. Post-creole English (Alleyne 1985).	Dictionary.	Creole Languages of the Eastern Caribbean	OLAC resources in and about Virgin Islands Creole English	6a (Vigorous). De facto language of national identity.	NA	NA	NA	52,300 (1980). Total users in all countries: 76,500.	76500	NA	Unwritten [Qaax].	Virgin Islands Creole English
mue-ECU	mue-ec	mue-EC	Media Lengua	Media Lengua	MEDIA LENGUA	Media Lengua	mue	medi1245	Media Lengua	South America	-1.04518	-78.5392	medi1245	EC	mixe1287	NA	threatened	Mixed_Language	mixe1287/span1267	language	grammar sketch	medi1245:1	NA	Chapu-shimi, Chaupi-lengua, Chaupi-shimi, Quichuañol, Uchilla-shimi, “Llanga-shimi” (pej.)	NA	Mixed language, Spanish-Quichua	Ecuador	Imbabura Media Lengua, Cotopaxi Media Lengua. Dialectal variations are most noticeable in the pronunciation of the Quichua elements which are based on the surrounding Quichua dialects, in this case northern and central varieties.	Literacy rate in L2: 50% in Spanish [spa].	Ecuador	OLAC resources in and about Media Lengua	6a (Vigorous).	Used only within the speech community on an informal basis (2015 J. Stewart). All ages in Angla, but only those 35 and over in Pijal (Gómez-Rendón 2008). Negative attitudes. Also use Spanish [spa].	Cotopaxi province: Latacunga canton; Tungurahua province: Santiago de Pillaro canton, border area.	No longer spoken in Cotopaxi (Shappeck 2011).	2,600 (Gómez-Rendón 2008). No monolinguals.	2600	Quichua systemic elements (phonology and morphosyntax) with Spanish lexicon.	Latin script [Latn].	Media Lengua
coa-CXR	coa-cx	coa-KT	Cocos Islands Malay	Malay, Cocos Islands	MALAY, COCOS ISLANDS	Malay, Cocos Islands	coa	coco1260	Cocos Islands Malay	Papunesia	-12.193342	96.833679	coco1260	MY	aust1307	NA	shifting	Spoken_L1_Language	aust1307/mala1545/mala1536/nort3170/mala1538/nucl1733/beta1260	language	grammar sketch	coco1260:1	{u'View other languages of Malaysia': {}}	Cocos, Kokos, Kukus	NA	Creole, Malay based	Australia	A member of macrolanguage Malay [msa].	NA	Australia	OLAC resources in and about Malay, Cocos Islands	6a (Vigorous).	Vigorous. Also use English [eng].	Cocos (Keeling) Islands Territory; Christmas Island Territory.	Muslim.	1,000 (1987). 500 in Cocos Islands, 560 on Christmas Island (1987).	1000	NA	Unwritten [Qaax].	Malay, Cocos Islands
aoa-STP	aoa-st	aoa-TP	Angolar	Angolar	ANGOLAR	Angolar	aoa	ango1258	Angolar	Africa	0.11438	6.59486	ango1258	ST	indo1319	NA	not endangered	Spoken_L1_Language	indo1319/ital1284/lati1262/lati1263/impe1234/roma1334/ital1285/west2813/shif1234/sout3183/west2838/gali1263/macr1272/lowe1440	language	long grammar	ango1258:1	NA	Ngola	NA	Creole, Portuguese based	São Tomé e Príncipe	None known. Substratum largely Kwa [kwb] and Western Bantu; quite distinct from creoles of Guinea-Bissau, Senegal, Gambia, and Cape Verde. The 33% of the Angolar lexicon not shared with Sãotomense [cri] is largely of Bantu origin, apparently Kimbundu [kmb] of Angola, with some from Koongo [kng] and Bini [bin]. Lexical similarity: 70% with São Tomense [cri], 67% with Principense [pre], 53% with Fa d’Ambu [fab].	Literacy rate in L2: 50% in Portuguese [por]. Grammar.	Equatorial Guinea, Gabon and São Tomé e Príncipe	OLAC resources in and about Angolar	6a (Vigorous).	Home, community. Also use Portuguese [por], Sãotomense [cri].	Sao Tome Province, São Tomé island: south tip, São João dos Angolares area; some south of Caué area.	Distinct ethnolinguistic group from the Forros, the emancipated. Most Angolares speak Sãotomense [cri], and tend to be absorbed into the Forros. Christian.	12,500 (2015 World Factbook).	12500	Tonal.	Unwritten [Qaax].	Angolar
max-IDN	max-id	max-ID	North Moluccan Malay	Malay, North Moluccan	MALAY, NORTH MOLUCCAN	Malay, North Moluccan	max	nort2828	North Moluccan Malay	Papunesia	-0.86437	128.323	nort2828	ID	aust1307	NA	not endangered	Spoken_L1_Language	aust1307/mala1545/mala1536/nort3170/mala1538/vehi1234/east2743/mana1300	language	long grammar	nort2828:1	NA	Ternate Malay	Bahasa Pasar	Creole, Malay based	Indonesia	None known. Different meaning of particles from Manado Malay [xmm]. Reportedly more similar to Manado Malay than to Ambonese Malay [abs]. A member of macrolanguage Malay [msa].	Literacy rate in L1: 1%–5%. Literacy rate in L2: 50%–75%. Bible portions: 2005–2012.	Indonesia, Northern Maluku	OLAC resources in and about Malay, North Moluccan	3 (Wider communication). Became LWC through trade, also used in daily life, inter-ethnic contact.	A few communities use it as L1. Used orally between speakers of different languages. Most also use Indonesian [ind]. Used as L2 by Sawai [szw], Tabaru [tby], Tidore [tvo], Tobelo [tlb].	Maluku Utara province: Halmahera Selatan regency, Damar, northwest Jaronga, and south Halmahera islands.	Muslim, Christian.	1,000,000, all users. 700,000 (2001 SIL). 300,000 (2001 R. Whisler). 100,000 monolinguals.	1000000	NA	Latin script [Latn].	Malay, North Moluccan
